unix,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1739545200,2025-02-14 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739541600,2025-02-14 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739538000,2025-02-14 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739534400,2025-02-14 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739530800,2025-02-14 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739527200,2025-02-14 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739523600,2025-02-14 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739520000,2025-02-14 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739516400,2025-02-14 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739512800,2025-02-14 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739509200,2025-02-14 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739505600,2025-02-14 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739502000,2025-02-14 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739498400,2025-02-14 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739494800,2025-02-14 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739491200,2025-02-14 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739487600,2025-02-13 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739484000,2025-02-13 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739480400,2025-02-13 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739476800,2025-02-13 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739473200,2025-02-13 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739469600,2025-02-13 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739466000,2025-02-13 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739462400,2025-02-13 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739458800,2025-02-13 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739455200,2025-02-13 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739451600,2025-02-13 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739448000,2025-02-13 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739444400,2025-02-13 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739440800,2025-02-13 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739437200,2025-02-13 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739433600,2025-02-13 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739430000,2025-02-13 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739426400,2025-02-13 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739422800,2025-02-13 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739419200,2025-02-13 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739415600,2025-02-13 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739412000,2025-02-13 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739408400,2025-02-13 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739404800,2025-02-13 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739401200,2025-02-12 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739397600,2025-02-12 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739394000,2025-02-12 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739390400,2025-02-12 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739386800,2025-02-12 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739383200,2025-02-12 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739379600,2025-02-12 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739376000,2025-02-12 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739372400,2025-02-12 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739368800,2025-02-12 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739365200,2025-02-12 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739361600,2025-02-12 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739358000,2025-02-12 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739354400,2025-02-12 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739350800,2025-02-12 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739347200,2025-02-12 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739343600,2025-02-12 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739340000,2025-02-12 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739336400,2025-02-12 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739332800,2025-02-12 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739329200,2025-02-12 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739325600,2025-02-12 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739322000,2025-02-12 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739318400,2025-02-12 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739314800,2025-02-11 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739311200,2025-02-11 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739307600,2025-02-11 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739304000,2025-02-11 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739300400,2025-02-11 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739296800,2025-02-11 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739293200,2025-02-11 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739289600,2025-02-11 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739286000,2025-02-11 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739282400,2025-02-11 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739278800,2025-02-11 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739275200,2025-02-11 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739271600,2025-02-11 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739268000,2025-02-11 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739264400,2025-02-11 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739260800,2025-02-11 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739257200,2025-02-11 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739253600,2025-02-11 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739250000,2025-02-11 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739246400,2025-02-11 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739242800,2025-02-11 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739239200,2025-02-11 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739235600,2025-02-11 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739232000,2025-02-11 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739228400,2025-02-10 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739224800,2025-02-10 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739221200,2025-02-10 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739217600,2025-02-10 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739214000,2025-02-10 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739210400,2025-02-10 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739206800,2025-02-10 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739203200,2025-02-10 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739199600,2025-02-10 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739196000,2025-02-10 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739192400,2025-02-10 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739188800,2025-02-10 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739185200,2025-02-10 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739181600,2025-02-10 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739178000,2025-02-10 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739174400,2025-02-10 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739170800,2025-02-10 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739167200,2025-02-10 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739163600,2025-02-10 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739160000,2025-02-10 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739156400,2025-02-10 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739152800,2025-02-10 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739149200,2025-02-10 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739145600,2025-02-10 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739142000,2025-02-09 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739138400,2025-02-09 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739134800,2025-02-09 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739131200,2025-02-09 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739127600,2025-02-09 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739124000,2025-02-09 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739120400,2025-02-09 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739116800,2025-02-09 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739113200,2025-02-09 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739109600,2025-02-09 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739106000,2025-02-09 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739102400,2025-02-09 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739098800,2025-02-09 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739095200,2025-02-09 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739091600,2025-02-09 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739088000,2025-02-09 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739084400,2025-02-09 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739080800,2025-02-09 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739077200,2025-02-09 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739073600,2025-02-09 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739070000,2025-02-09 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739066400,2025-02-09 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739062800,2025-02-09 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739059200,2025-02-09 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739055600,2025-02-08 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739052000,2025-02-08 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739048400,2025-02-08 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739044800,2025-02-08 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1739041200,2025-02-08 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,887.82,230.83320000000003
1739037600,2025-02-08 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,185.92,48.3392
1739034000,2025-02-08 17:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739030400,2025-02-08 16:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739026800,2025-02-08 15:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739023200,2025-02-08 14:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739019600,2025-02-08 13:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739016000,2025-02-08 12:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739012400,2025-02-08 11:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739008800,2025-02-08 10:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739005200,2025-02-08 09:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1739001600,2025-02-08 08:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738998000,2025-02-08 07:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738994400,2025-02-08 06:00:00,1INCH/USD,0.25,0.25,0.25,0.25,563.68,140.92
1738990800,2025-02-08 05:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738987200,2025-02-08 04:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738983600,2025-02-08 03:00:00,1INCH/USD,0.25,0.25,0.25,0.25,919.98,229.995
1738980000,2025-02-08 02:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738976400,2025-02-08 01:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738972800,2025-02-08 00:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738969200,2025-02-07 23:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738965600,2025-02-07 22:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738962000,2025-02-07 21:00:00,1INCH/USD,0.25,0.25,0.25,0.25,301.60,75.4
1738958400,2025-02-07 20:00:00,1INCH/USD,0.25,0.25,0.25,0.25,98.40,24.6
1738954800,2025-02-07 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738951200,2025-02-07 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738947600,2025-02-07 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738944000,2025-02-07 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,42.54,11.0604
1738940400,2025-02-07 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,91.01,23.6626
1738936800,2025-02-07 14:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738933200,2025-02-07 13:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738929600,2025-02-07 12:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738926000,2025-02-07 11:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738922400,2025-02-07 10:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738918800,2025-02-07 09:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738915200,2025-02-07 08:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738911600,2025-02-07 07:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738908000,2025-02-07 06:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738904400,2025-02-07 05:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738900800,2025-02-07 04:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738897200,2025-02-07 03:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738893600,2025-02-07 02:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738890000,2025-02-07 01:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738886400,2025-02-07 00:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738882800,2025-02-06 23:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738879200,2025-02-06 22:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738875600,2025-02-06 21:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738872000,2025-02-06 20:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738868400,2025-02-06 19:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738864800,2025-02-06 18:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738861200,2025-02-06 17:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738857600,2025-02-06 16:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738854000,2025-02-06 15:00:00,1INCH/USD,0.25,0.25,0.25,0.25,194.64,48.66
1738850400,2025-02-06 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738846800,2025-02-06 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,183.07,47.5982
1738843200,2025-02-06 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738839600,2025-02-06 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738836000,2025-02-06 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738832400,2025-02-06 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738828800,2025-02-06 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738825200,2025-02-06 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738821600,2025-02-06 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738818000,2025-02-06 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738814400,2025-02-06 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738810800,2025-02-06 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738807200,2025-02-06 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738803600,2025-02-06 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738800000,2025-02-06 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738796400,2025-02-05 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738792800,2025-02-05 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738789200,2025-02-05 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738785600,2025-02-05 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738782000,2025-02-05 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738778400,2025-02-05 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738774800,2025-02-05 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738771200,2025-02-05 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738767600,2025-02-05 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738764000,2025-02-05 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738760400,2025-02-05 13:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738756800,2025-02-05 12:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738753200,2025-02-05 11:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738749600,2025-02-05 10:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738746000,2025-02-05 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738742400,2025-02-05 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738738800,2025-02-05 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738735200,2025-02-05 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738731600,2025-02-05 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,269.78,70.1428
1738728000,2025-02-05 04:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738724400,2025-02-05 03:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738720800,2025-02-05 02:00:00,1INCH/USD,0.26,0.26,0.26,0.26,51.82,13.4732
1738717200,2025-02-05 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,58.39,15.1814
1738713600,2025-02-05 00:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738710000,2025-02-04 23:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738706400,2025-02-04 22:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738702800,2025-02-04 21:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738699200,2025-02-04 20:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738695600,2025-02-04 19:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738692000,2025-02-04 18:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738688400,2025-02-04 17:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738684800,2025-02-04 16:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738681200,2025-02-04 15:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738677600,2025-02-04 14:00:00,1INCH/USD,0.27,0.27,0.27,0.27,232.25,62.7075
1738674000,2025-02-04 13:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738670400,2025-02-04 12:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738666800,2025-02-04 11:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738663200,2025-02-04 10:00:00,1INCH/USD,0.25,0.25,0.25,0.25,95.95,23.9875
1738659600,2025-02-04 09:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738656000,2025-02-04 08:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738652400,2025-02-04 07:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738648800,2025-02-04 06:00:00,1INCH/USD,0.26,0.26,0.26,0.26,94.99,24.6974
1738645200,2025-02-04 05:00:00,1INCH/USD,0.26,0.26,0.26,0.26,106.94,27.8044
1738641600,2025-02-04 04:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738638000,2025-02-04 03:00:00,1INCH/USD,0.27,0.27,0.27,0.27,0.00,0.0
1738634400,2025-02-04 02:00:00,1INCH/USD,0.27,0.27,0.27,0.27,225.51,60.8877
1738630800,2025-02-04 01:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738627200,2025-02-04 00:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738623600,2025-02-03 23:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738620000,2025-02-03 22:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738616400,2025-02-03 21:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738612800,2025-02-03 20:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738609200,2025-02-03 19:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738605600,2025-02-03 18:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738602000,2025-02-03 17:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738598400,2025-02-03 16:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738594800,2025-02-03 15:00:00,1INCH/USD,0.26,0.26,0.26,0.26,0.00,0.0
1738591200,2025-02-03 14:00:00,1INCH/USD,0.26,0.26,0.26,0.26,38.62,10.0412
1738587600,2025-02-03 13:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738584000,2025-02-03 12:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738580400,2025-02-03 11:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738576800,2025-02-03 10:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738573200,2025-02-03 09:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738569600,2025-02-03 08:00:00,1INCH/USD,0.25,0.25,0.25,0.25,0.00,0.0
1738566000,2025-02-03 07:00:00,1INCH/USD,0.25,0.25,0.25,0.25,1685.24,421.31
1738562400,2025-02-03 06:00:00,1INCH/USD,0.24,0.25,0.24,0.25,192.46,48.115
1738558800,2025-02-03 05:00:00,1INCH/USD,0.24,0.24,0.24,0.24,49.39,11.8536
1738555200,2025-02-03 04:00:00,1INCH/USD,0.24,0.24,0.24,0.24,52.25,12.54
1738551600,2025-02-03 03:00:00,1INCH/USD,0.24,0.24,0.24,0.24,50.12,12.028799999999999
1738548000,2025-02-03 02:00:00,1INCH/USD,0.23,0.23,0.23,0.23,113.36,26.0728
