unix,date,symbol,open,high,low,close,Volume SOL,Volume USD
1725375600,2024-09-03 15:00:00,SOL/USD,130.2212,130.6871,129.3945,129.7019,602.13,78097.405047
1725372000,2024-09-03 14:00:00,SOL/USD,131.5437,131.5437,130.2220,130.3708,892.95,116414.60586000001
1725368400,2024-09-03 13:00:00,SOL/USD,134.4618,134.4722,131.3700,131.6117,2063.54,271586.007418
1725364800,2024-09-03 12:00:00,SOL/USD,134.3074,135.4533,134.3074,134.5477,381.10,51276.12847
1725361200,2024-09-03 11:00:00,SOL/USD,133.9869,134.4357,133.8686,134.4340,396.41,53290.981940000005
1725357600,2024-09-03 10:00:00,SOL/USD,133.5180,134.3480,133.5180,133.8748,494.33,66178.32988399999
1725354000,2024-09-03 09:00:00,SOL/USD,133.6621,133.9752,133.5528,133.8220,404.77,54167.130939999995
1725350400,2024-09-03 08:00:00,SOL/USD,134.5245,134.5245,132.8555,133.2750,660.63,88045.46325
1725346800,2024-09-03 07:00:00,SOL/USD,133.7845,134.6349,133.7443,134.6061,862.48,116095.069128
1725343200,2024-09-03 06:00:00,SOL/USD,134.7353,134.7353,133.7112,133.7180,1345.83,179961.69593999998
1725339600,2024-09-03 05:00:00,SOL/USD,134.5577,135.4508,134.5577,134.8492,374.22,50463.267624
1725336000,2024-09-03 04:00:00,SOL/USD,135.5852,135.8187,134.6639,134.7552,778.51,104908.270752
1725332400,2024-09-03 03:00:00,SOL/USD,135.7969,136.1805,135.4419,135.5233,725.42,98311.312286
1725328800,2024-09-03 02:00:00,SOL/USD,135.8030,137.6421,135.5163,135.7836,8447.24,1146996.657264
1725325200,2024-09-03 01:00:00,SOL/USD,135.2167,135.3789,134.6059,135.3345,300.04,40605.76338
1725321600,2024-09-03 00:00:00,SOL/USD,135.0061,135.0267,134.2242,134.9993,268.65,36267.561945
1725318000,2024-09-02 23:00:00,SOL/USD,134.8805,135.3247,134.6787,134.9642,404.20,54552.52964
1725314400,2024-09-02 22:00:00,SOL/USD,134.3299,134.9013,134.0206,134.7366,532.59,71759.36579400001
1725310800,2024-09-02 21:00:00,SOL/USD,134.7839,134.9373,133.9992,134.2398,809.45,108660.40611000001
1725307200,2024-09-02 20:00:00,SOL/USD,133.1000,134.8206,132.8260,134.6585,998.43,134447.086155
1725303600,2024-09-02 19:00:00,SOL/USD,133.0925,133.2682,132.8967,133.0200,487.12,64796.70240000001
1725300000,2024-09-02 18:00:00,SOL/USD,133.1482,133.8877,132.5897,133.1944,698.23,93000.325912
1725296400,2024-09-02 17:00:00,SOL/USD,132.5183,133.3065,132.0664,133.3065,1369.23,182527.258995
1725292800,2024-09-02 16:00:00,SOL/USD,132.6532,133.2829,131.7390,131.8086,15863.28,2090916.7282080003
1725289200,2024-09-02 15:00:00,SOL/USD,132.8681,133.4468,132.3641,132.5366,1389.60,184172.85935999997
1725285600,2024-09-02 14:00:00,SOL/USD,130.6868,133.3518,130.0481,132.8721,2217.37,294626.60837699997
1725282000,2024-09-02 13:00:00,SOL/USD,131.9740,132.1560,130.8743,130.9051,24416.00,3196178.9216
1725278400,2024-09-02 12:00:00,SOL/USD,131.7059,132.4135,131.4150,131.9520,812.31,107185.92911999999
1725274800,2024-09-02 11:00:00,SOL/USD,132.1144,132.5441,131.6391,131.9213,1024.24,135119.072312
1725271200,2024-09-02 10:00:00,SOL/USD,131.5280,132.7191,131.3442,131.8588,2356.26,310693.616088
1725267600,2024-09-02 09:00:00,SOL/USD,129.9332,131.7269,129.0000,131.6544,15965.91,2101982.301504
1725264000,2024-09-02 08:00:00,SOL/USD,127.9192,130.5018,127.2595,130.1141,3165.73,411906.10979300004
