unix,date,symbol,open,high,low,close,Volume XRP,Volume RLUSD
1746525600,2025-05-06 10:00:00,XRP/RLUSD,2.08819,2.08819,2.08819,2.08819,0.00,0.0
1746522000,2025-05-06 09:00:00,XRP/RLUSD,2.08819,2.08819,2.08819,2.08819,0.00,0.0
1746518400,2025-05-06 08:00:00,XRP/RLUSD,2.08707,2.08819,2.08707,2.08819,1533.27,3201.7590813
1746514800,2025-05-06 07:00:00,XRP/RLUSD,2.10965,2.10965,2.09869,2.09869,417.77,876.7697212999999
1746511200,2025-05-06 06:00:00,XRP/RLUSD,2.11865,2.11865,2.11865,2.11865,0.00,0.0
1746507600,2025-05-06 05:00:00,XRP/RLUSD,2.11865,2.11865,2.11865,2.11865,0.00,0.0
1746504000,2025-05-06 04:00:00,XRP/RLUSD,2.11865,2.11865,2.11865,2.11865,919.64,1948.3952860000002
1746500400,2025-05-06 03:00:00,XRP/RLUSD,2.11166,2.11166,2.11166,2.11166,0.00,0.0
1746496800,2025-05-06 02:00:00,XRP/RLUSD,2.10388,2.11166,2.10388,2.11166,1273.49,2689.1778934000004
1746493200,2025-05-06 01:00:00,XRP/RLUSD,2.13786,2.13786,2.13786,2.13786,16.83,35.98018379999999
1746489600,2025-05-06 00:00:00,XRP/RLUSD,2.13106,2.13106,2.12376,2.12376,134.51,285.6669576
1746486000,2025-05-05 23:00:00,XRP/RLUSD,2.14455,2.14455,2.14455,2.14455,965.83,2071.2707265000004
1746482400,2025-05-05 22:00:00,XRP/RLUSD,2.14517,2.14517,2.14517,2.14517,16.79,36.017404299999995
1746478800,2025-05-05 21:00:00,XRP/RLUSD,2.12711,2.12711,2.12711,2.12711,0.00,0.0
1746475200,2025-05-05 20:00:00,XRP/RLUSD,2.12711,2.12711,2.12711,2.12711,37.60,79.979336
1746471600,2025-05-05 19:00:00,XRP/RLUSD,2.15029,2.15029,2.15029,2.15029,16.75,36.0173575
1746468000,2025-05-05 18:00:00,XRP/RLUSD,2.13710,2.13710,2.13710,2.13710,0.00,0.0
1746464400,2025-05-05 17:00:00,XRP/RLUSD,2.13710,2.13710,2.13710,2.13710,0.00,0.0
1746460800,2025-05-05 16:00:00,XRP/RLUSD,2.13607,2.13710,2.13607,2.13710,1717.52,3670.511992
1746457200,2025-05-05 15:00:00,XRP/RLUSD,2.11401,2.11401,2.11342,2.11342,296.41,626.4388222000001
1746453600,2025-05-05 14:00:00,XRP/RLUSD,2.14201,2.15011,2.13236,2.13672,2418.40,5167.443648
1746450000,2025-05-05 13:00:00,XRP/RLUSD,2.13556,2.13966,2.12687,2.12987,795.09,1693.4383383
1746446400,2025-05-05 12:00:00,XRP/RLUSD,2.14427,2.14427,2.14427,2.14427,0.00,0.0
1746442800,2025-05-05 11:00:00,XRP/RLUSD,2.14923,2.14923,2.14427,2.14427,7593.22,16281.913849400002
1746439200,2025-05-05 10:00:00,XRP/RLUSD,2.16564,2.16564,2.15819,2.15819,605.94,1307.7336486
1746435600,2025-05-05 09:00:00,XRP/RLUSD,2.19668,2.19668,2.18370,2.18370,269.59,588.703683
1746432000,2025-05-05 08:00:00,XRP/RLUSD,2.17862,2.17862,2.17591,2.17832,600.46,1307.9940272
1746428400,2025-05-05 07:00:00,XRP/RLUSD,2.17253,2.17253,2.17253,2.17253,852.51,1852.1035503
1746424800,2025-05-05 06:00:00,XRP/RLUSD,2.17243,2.17243,2.17243,2.17243,16.64,36.1492352
1746421200,2025-05-05 05:00:00,XRP/RLUSD,2.15975,2.15975,2.15975,2.15975,0.00,0.0
1746417600,2025-05-05 04:00:00,XRP/RLUSD,2.15975,2.15975,2.15975,2.15975,16.73,36.132617499999995
1746414000,2025-05-05 03:00:00,XRP/RLUSD,2.16131,2.16131,2.16131,2.16131,0.00,0.0
1746410400,2025-05-05 02:00:00,XRP/RLUSD,2.14690,2.16131,2.14690,2.16131,33.57,72.55517669999999
1746406800,2025-05-05 01:00:00,XRP/RLUSD,2.14013,2.14239,2.14013,2.14239,125.52,268.9127928
1746403200,2025-05-05 00:00:00,XRP/RLUSD,2.15894,2.15894,2.15894,2.15894,0.00,0.0
1746399600,2025-05-04 23:00:00,XRP/RLUSD,2.15894,2.15894,2.15894,2.15894,0.00,0.0
1746396000,2025-05-04 22:00:00,XRP/RLUSD,2.16832,2.16949,2.15894,2.15894,1165.07,2515.3162257999998
1746392400,2025-05-04 21:00:00,XRP/RLUSD,2.16671,2.16671,2.16671,2.16671,0.00,0.0
1746388800,2025-05-04 20:00:00,XRP/RLUSD,2.16671,2.16671,2.16671,2.16671,0.00,0.0
1746385200,2025-05-04 19:00:00,XRP/RLUSD,2.16609,2.16671,2.16609,2.16671,2435.66,5277.3688786
1746381600,2025-05-04 18:00:00,XRP/RLUSD,2.18217,2.18217,2.18217,2.18217,0.00,0.0
1746378000,2025-05-04 17:00:00,XRP/RLUSD,2.18217,2.18217,2.18217,2.18217,13.91,30.3539847
1746374400,2025-05-04 16:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746370800,2025-05-04 15:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746367200,2025-05-04 14:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746363600,2025-05-04 13:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746360000,2025-05-04 12:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746356400,2025-05-04 11:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746352800,2025-05-04 10:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746349200,2025-05-04 09:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746345600,2025-05-04 08:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746342000,2025-05-04 07:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746338400,2025-05-04 06:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,0.00,0.0
1746334800,2025-05-04 05:00:00,XRP/RLUSD,2.21136,2.21136,2.21136,2.21136,47.65,105.371304
1746331200,2025-05-04 04:00:00,XRP/RLUSD,2.19097,2.19097,2.19097,2.19097,0.00,0.0
1746327600,2025-05-04 03:00:00,XRP/RLUSD,2.19097,2.19097,2.19097,2.19097,24.53,53.744494100000004
1746324000,2025-05-04 02:00:00,XRP/RLUSD,2.20104,2.20104,2.20104,2.20104,471.10,1036.909944
1746320400,2025-05-04 01:00:00,XRP/RLUSD,2.19245,2.19245,2.19245,2.19245,0.00,0.0
1746316800,2025-05-04 00:00:00,XRP/RLUSD,2.19245,2.19245,2.19245,2.19245,0.00,0.0
1746313200,2025-05-03 23:00:00,XRP/RLUSD,2.19245,2.19245,2.19245,2.19245,0.00,0.0
1746309600,2025-05-03 22:00:00,XRP/RLUSD,2.19245,2.19245,2.19245,2.19245,45.71,100.21688950000001
1746306000,2025-05-03 21:00:00,XRP/RLUSD,2.19327,2.19648,2.19327,2.19648,91.35,200.648448
1746302400,2025-05-03 20:00:00,XRP/RLUSD,2.18810,2.18810,2.18810,2.18810,0.00,0.0
1746298800,2025-05-03 19:00:00,XRP/RLUSD,2.18810,2.18810,2.18810,2.18810,0.00,0.0
1746295200,2025-05-03 18:00:00,XRP/RLUSD,2.18810,2.18810,2.18810,2.18810,1388.23,3037.5860629999997
1746291600,2025-05-03 17:00:00,XRP/RLUSD,2.18146,2.18146,2.18146,2.18146,45.95,100.23808700000001
1746288000,2025-05-03 16:00:00,XRP/RLUSD,2.20577,2.20577,2.20577,2.20577,0.00,0.0
1746284400,2025-05-03 15:00:00,XRP/RLUSD,2.20577,2.20577,2.20577,2.20577,0.00,0.0
1746280800,2025-05-03 14:00:00,XRP/RLUSD,2.20569,2.20577,2.20569,2.20577,90.89,200.4824353
1746277200,2025-05-03 13:00:00,XRP/RLUSD,2.20272,2.20336,2.20272,2.20336,90.99,200.4837264
1746273600,2025-05-03 12:00:00,XRP/RLUSD,2.19613,2.19613,2.19613,2.19613,45.64,100.23137320000001
1746270000,2025-05-03 11:00:00,XRP/RLUSD,2.18988,2.18988,2.18988,2.18988,45.77,100.2308076
1746266400,2025-05-03 10:00:00,XRP/RLUSD,2.20206,2.20206,2.20206,2.20206,0.00,0.0
1746262800,2025-05-03 09:00:00,XRP/RLUSD,2.20206,2.20206,2.20206,2.20206,0.00,0.0
1746259200,2025-05-03 08:00:00,XRP/RLUSD,2.20206,2.20206,2.20206,2.20206,0.00,0.0
1746255600,2025-05-03 07:00:00,XRP/RLUSD,2.20206,2.20206,2.20206,2.20206,45.52,100.2377712
1746252000,2025-05-03 06:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,0.00,0.0
1746248400,2025-05-03 05:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,0.00,0.0
1746244800,2025-05-03 04:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,0.00,0.0
1746241200,2025-05-03 03:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,0.00,0.0
1746237600,2025-05-03 02:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,0.00,0.0
1746234000,2025-05-03 01:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,0.00,0.0
1746230400,2025-05-03 00:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,0.00,0.0
1746226800,2025-05-02 23:00:00,XRP/RLUSD,2.20908,2.20908,2.20908,2.20908,456.05,1007.4509340000001
1746223200,2025-05-02 22:00:00,XRP/RLUSD,2.20084,2.20084,2.20084,2.20084,0.00,0.0
1746219600,2025-05-02 21:00:00,XRP/RLUSD,2.20084,2.20084,2.20084,2.20084,1125.23,2476.4511932
1746216000,2025-05-02 20:00:00,XRP/RLUSD,2.20706,2.21125,2.20706,2.21125,467.27,1033.2507875000001
1746212400,2025-05-02 19:00:00,XRP/RLUSD,2.20715,2.20715,2.20715,2.20715,774.15,1708.6651725
1746208800,2025-05-02 18:00:00,XRP/RLUSD,2.21578,2.21578,2.21578,2.21578,40.71,90.20440380000001
1746205200,2025-05-02 17:00:00,XRP/RLUSD,2.21354,2.21472,2.21287,2.21287,12900.44,28546.996662800004
1746201600,2025-05-02 16:00:00,XRP/RLUSD,2.23628,2.23628,2.22627,2.22758,39.70,88.434926
1746198000,2025-05-02 15:00:00,XRP/RLUSD,2.23335,2.23335,2.23335,2.23335,3000.20,6700.49667
1746194400,2025-05-02 14:00:00,XRP/RLUSD,2.21880,2.23810,2.21880,2.23810,1188.58,2660.160898
1746190800,2025-05-02 13:00:00,XRP/RLUSD,2.21853,2.21880,2.21689,2.21880,6663.14,14784.175032
1746187200,2025-05-02 12:00:00,XRP/RLUSD,2.21047,2.21047,2.21047,2.21047,982.97,2172.8256959
1746183600,2025-05-02 11:00:00,XRP/RLUSD,2.21182,2.21182,2.21182,2.21182,0.00,0.0
1746180000,2025-05-02 10:00:00,XRP/RLUSD,2.21182,2.21182,2.21182,2.21182,0.00,0.0
1746176400,2025-05-02 09:00:00,XRP/RLUSD,2.21182,2.21182,2.21182,2.21182,0.00,0.0
1746172800,2025-05-02 08:00:00,XRP/RLUSD,2.21182,2.21182,2.21182,2.21182,0.00,0.0
1746169200,2025-05-02 07:00:00,XRP/RLUSD,2.21182,2.21182,2.21182,2.21182,0.00,0.0
1746165600,2025-05-02 06:00:00,XRP/RLUSD,2.21182,2.21182,2.21182,2.21182,0.00,0.0
1746162000,2025-05-02 05:00:00,XRP/RLUSD,2.21182,2.21182,2.21182,2.21182,743.75,1645.041125
1746158400,2025-05-02 04:00:00,XRP/RLUSD,2.22921,2.22921,2.22921,2.22921,0.00,0.0
1746154800,2025-05-02 03:00:00,XRP/RLUSD,2.22921,2.22921,2.22921,2.22921,0.00,0.0
1746151200,2025-05-02 02:00:00,XRP/RLUSD,2.22921,2.22921,2.22921,2.22921,53.81,119.9537901
1746147600,2025-05-02 01:00:00,XRP/RLUSD,2.21445,2.21445,2.21445,2.21445,894.83,1981.5562934999998
1746144000,2025-05-02 00:00:00,XRP/RLUSD,2.22783,2.22783,2.22783,2.22783,0.00,0.0
1746140400,2025-05-01 23:00:00,XRP/RLUSD,2.22783,2.22783,2.22783,2.22783,0.00,0.0
1746136800,2025-05-01 22:00:00,XRP/RLUSD,2.22783,2.22783,2.22783,2.22783,0.00,0.0
1746133200,2025-05-01 21:00:00,XRP/RLUSD,2.22783,2.22783,2.22783,2.22783,19.54,43.5317982
1746129600,2025-05-01 20:00:00,XRP/RLUSD,2.22604,2.22604,2.21905,2.21905,554.50,1230.4632250000002
1746126000,2025-05-01 19:00:00,XRP/RLUSD,2.22576,2.22576,2.22576,2.22576,0.00,0.0
1746122400,2025-05-01 18:00:00,XRP/RLUSD,2.23226,2.23226,2.22576,2.22576,1620.04,3605.8202304
1746118800,2025-05-01 17:00:00,XRP/RLUSD,2.24289,2.24289,2.24289,2.24289,12.68,28.4398452
1746115200,2025-05-01 16:00:00,XRP/RLUSD,2.25032,2.25032,2.24290,2.24290,112.68,252.72997200000003
1746111600,2025-05-01 15:00:00,XRP/RLUSD,2.24227,2.24227,2.24227,2.24227,20.80,46.639216000000005
1746108000,2025-05-01 14:00:00,XRP/RLUSD,2.22364,2.24186,2.22364,2.24186,10992.31,24643.2200966
1746104400,2025-05-01 13:00:00,XRP/RLUSD,2.23707,2.23737,2.23693,2.23737,2551.55,5708.7614235
1746100800,2025-05-01 12:00:00,XRP/RLUSD,2.23850,2.23878,2.23850,2.23878,778.55,1743.002169
1746097200,2025-05-01 11:00:00,XRP/RLUSD,2.24217,2.24217,2.24217,2.24217,0.00,0.0
1746093600,2025-05-01 10:00:00,XRP/RLUSD,2.22578,2.24217,2.22578,2.24217,1685.93,3780.1416681000005
1746090000,2025-05-01 09:00:00,XRP/RLUSD,2.20833,2.20833,2.20833,2.20833,0.00,0.0
1746086400,2025-05-01 08:00:00,XRP/RLUSD,2.20833,2.20833,2.20833,2.20833,1034.11,2283.6561363
1746082800,2025-05-01 07:00:00,XRP/RLUSD,2.19928,2.19928,2.19928,2.19928,493.28,1084.8608384
1746079200,2025-05-01 06:00:00,XRP/RLUSD,2.21184,2.21184,2.20453,2.20564,2573.82,5676.9203448
1746075600,2025-05-01 05:00:00,XRP/RLUSD,2.21278,2.21278,2.21278,2.21278,1018.11,2252.8534458
1746072000,2025-05-01 04:00:00,XRP/RLUSD,2.20684,2.20684,2.20684,2.20684,904.31,1995.6674804
1746068400,2025-05-01 03:00:00,XRP/RLUSD,2.20068,2.20068,2.20068,2.20068,0.00,0.0
1746064800,2025-05-01 02:00:00,XRP/RLUSD,2.20068,2.20068,2.20068,2.20068,0.00,0.0
1746061200,2025-05-01 01:00:00,XRP/RLUSD,2.20068,2.20068,2.20068,2.20068,113.56,249.9092208
1746057600,2025-05-01 00:00:00,XRP/RLUSD,2.19182,2.19531,2.19114,2.19313,34289.50,75201.331135
1746054000,2025-04-30 23:00:00,XRP/RLUSD,2.19869,2.19869,2.19379,2.19379,1116.41,2449.1690939
1746050400,2025-04-30 22:00:00,XRP/RLUSD,2.20419,2.20419,2.19532,2.19532,26.08,57.2539456
1746046800,2025-04-30 21:00:00,XRP/RLUSD,2.20018,2.20018,2.19802,2.19802,891.25,1958.985325
1746043200,2025-04-30 20:00:00,XRP/RLUSD,2.19545,2.20957,2.19545,2.20885,1129.58,2495.0727829999996
1746039600,2025-04-30 19:00:00,XRP/RLUSD,2.18679,2.19439,2.18679,2.19439,1310.76,2876.3186364
1746036000,2025-04-30 18:00:00,XRP/RLUSD,2.18097,2.21277,2.18097,2.20179,11389.35,25076.9569365
1746032400,2025-04-30 17:00:00,XRP/RLUSD,2.18514,2.18563,2.18514,2.18563,2455.01,5365.743506300001
1746028800,2025-04-30 16:00:00,XRP/RLUSD,2.15519,2.16679,2.15519,2.16679,583.02,1263.2819058
1746025200,2025-04-30 15:00:00,XRP/RLUSD,2.16042,2.17110,2.16042,2.17110,2800.14,6079.383954
1746021600,2025-04-30 14:00:00,XRP/RLUSD,2.12629,2.16284,2.12629,2.16275,2461.37,5323.327967499999
1746018000,2025-04-30 13:00:00,XRP/RLUSD,2.19380,2.19380,2.15012,2.16013,3072.39,6636.7618107
1746014400,2025-04-30 12:00:00,XRP/RLUSD,2.18986,2.18986,2.18986,2.18986,188.44,412.6572184
1746010800,2025-04-30 11:00:00,XRP/RLUSD,2.23315,2.23315,2.23315,2.23315,2429.40,5425.214610000001
1746007200,2025-04-30 10:00:00,XRP/RLUSD,2.22799,2.22799,2.22799,2.22799,0.00,0.0
1746003600,2025-04-30 09:00:00,XRP/RLUSD,2.22799,2.22799,2.22799,2.22799,0.00,0.0
1746000000,2025-04-30 08:00:00,XRP/RLUSD,2.22615,2.22799,2.22615,2.22799,104.58,233.00319420000002
1745996400,2025-04-30 07:00:00,XRP/RLUSD,2.23620,2.23620,2.22086,2.22086,156.65,347.897719
1745992800,2025-04-30 06:00:00,XRP/RLUSD,2.24594,2.24737,2.24099,2.24145,4275.95,9584.328127499999
1745989200,2025-04-30 05:00:00,XRP/RLUSD,2.25436,2.25436,2.25203,2.25357,606.19,1366.0915983
1745985600,2025-04-30 04:00:00,XRP/RLUSD,2.24121,2.24121,2.24121,2.24121,0.00,0.0
1745982000,2025-04-30 03:00:00,XRP/RLUSD,2.24121,2.24121,2.24121,2.24121,43.27,96.97715670000001
1745978400,2025-04-30 02:00:00,XRP/RLUSD,2.23744,2.23744,2.23744,2.23744,12.87,28.795852799999995
1745974800,2025-04-30 01:00:00,XRP/RLUSD,2.23862,2.23862,2.23400,2.23400,731.37,1633.88058
1745971200,2025-04-30 00:00:00,XRP/RLUSD,2.24692,2.24692,2.24692,2.24692,715.37,1607.3791603999998
1745967600,2025-04-29 23:00:00,XRP/RLUSD,2.23548,2.24106,2.22601,2.24106,3204.55,7181.588823000001
1745964000,2025-04-29 22:00:00,XRP/RLUSD,2.25682,2.25682,2.23179,2.24133,10286.28,23054.9479524
1745960400,2025-04-29 21:00:00,XRP/RLUSD,2.25619,2.26402,2.25520,2.25702,9039.52,20402.3774304
1745956800,2025-04-29 20:00:00,XRP/RLUSD,2.28982,2.28982,2.28982,2.28982,0.00,0.0
1745953200,2025-04-29 19:00:00,XRP/RLUSD,2.28982,2.28982,2.28982,2.28982,0.00,0.0
1745949600,2025-04-29 18:00:00,XRP/RLUSD,2.28982,2.28982,2.28982,2.28982,0.00,0.0
1745946000,2025-04-29 17:00:00,XRP/RLUSD,2.28982,2.28982,2.28982,2.28982,12.73,29.149408600000005
1745942400,2025-04-29 16:00:00,XRP/RLUSD,2.29534,2.30123,2.28996,2.28996,1830.86,4192.5961656
1745938800,2025-04-29 15:00:00,XRP/RLUSD,2.28785,2.28914,2.28146,2.28914,38.36,87.8114104
1745935200,2025-04-29 14:00:00,XRP/RLUSD,2.28158,2.28644,2.28158,2.28644,197.78,452.21210319999994
1745931600,2025-04-29 13:00:00,XRP/RLUSD,2.27846,2.27846,2.27846,2.27846,498.86,1136.6325556
1745928000,2025-04-29 12:00:00,XRP/RLUSD,2.29314,2.29314,2.28990,2.28990,622.91,1426.4016089999998
1745924400,2025-04-29 11:00:00,XRP/RLUSD,2.28874,2.29225,2.28874,2.29225,96.42,221.01874500000002
1745920800,2025-04-29 10:00:00,XRP/RLUSD,2.29823,2.29927,2.29604,2.29604,152993.58,351279.3794232
1745917200,2025-04-29 09:00:00,XRP/RLUSD,2.28001,2.28001,2.28001,2.28001,0.00,0.0
1745913600,2025-04-29 08:00:00,XRP/RLUSD,2.28692,2.28692,2.28001,2.28001,5738.77,13084.4529877
1745910000,2025-04-29 07:00:00,XRP/RLUSD,2.28459,2.28459,2.28459,2.28459,260.83,595.8896097
1745906400,2025-04-29 06:00:00,XRP/RLUSD,2.28072,2.28072,2.28072,2.28072,494.39,1127.5651608
1745902800,2025-04-29 05:00:00,XRP/RLUSD,2.27361,2.27361,2.27361,2.27361,592.13,1346.2726893000001
1745899200,2025-04-29 04:00:00,XRP/RLUSD,2.27634,2.27634,2.26906,2.26906,25.96,58.9047976
1745895600,2025-04-29 03:00:00,XRP/RLUSD,2.28019,2.28203,2.28019,2.28203,17.63,40.2321889
1745892000,2025-04-29 02:00:00,XRP/RLUSD,2.29336,2.29336,2.28284,2.28284,22.27,50.838846800000006
1745888400,2025-04-29 01:00:00,XRP/RLUSD,2.30218,2.30218,2.30218,2.30218,0.00,0.0
1745884800,2025-04-29 00:00:00,XRP/RLUSD,2.30218,2.30218,2.30218,2.30218,39.82,91.6728076
1745881200,2025-04-28 23:00:00,XRP/RLUSD,2.30112,2.30112,2.30112,2.30112,0.00,0.0
1745877600,2025-04-28 22:00:00,XRP/RLUSD,2.30112,2.30112,2.30112,2.30112,485.42,1117.0096704
1745874000,2025-04-28 21:00:00,XRP/RLUSD,2.28245,2.28245,2.28245,2.28245,0.00,0.0
1745870400,2025-04-28 20:00:00,XRP/RLUSD,2.28245,2.28245,2.28245,2.28245,0.00,0.0
1745866800,2025-04-28 19:00:00,XRP/RLUSD,2.28245,2.28245,2.28245,2.28245,0.00,0.0
1745863200,2025-04-28 18:00:00,XRP/RLUSD,2.28245,2.28245,2.28245,2.28245,0.00,0.0
1745859600,2025-04-28 17:00:00,XRP/RLUSD,2.28245,2.28245,2.28245,2.28245,0.00,0.0
1745856000,2025-04-28 16:00:00,XRP/RLUSD,2.27453,2.28245,2.27453,2.28245,1283.47,2929.4561015
1745852400,2025-04-28 15:00:00,XRP/RLUSD,2.28511,2.28511,2.27776,2.27776,26.08,59.40398079999999
1745848800,2025-04-28 14:00:00,XRP/RLUSD,2.28736,2.28736,2.28736,2.28736,2134.08,4881.4092288
1745845200,2025-04-28 13:00:00,XRP/RLUSD,2.31628,2.31713,2.29512,2.29512,2370.67,5440.9721303999995
1745841600,2025-04-28 12:00:00,XRP/RLUSD,2.31875,2.31875,2.31845,2.31873,922.92,2140.0022916
1745838000,2025-04-28 11:00:00,XRP/RLUSD,2.33399,2.33399,2.33399,2.33399,0.00,0.0
1745834400,2025-04-28 10:00:00,XRP/RLUSD,2.33399,2.33399,2.33399,2.33399,0.00,0.0
1745830800,2025-04-28 09:00:00,XRP/RLUSD,2.33399,2.33399,2.33399,2.33399,471.56,1100.6163244
1745827200,2025-04-28 08:00:00,XRP/RLUSD,2.34005,2.34005,2.33693,2.33694,1111.27,2596.9713137999997
1745823600,2025-04-28 07:00:00,XRP/RLUSD,2.28996,2.31696,2.28996,2.31696,1125.85,2608.549416
1745820000,2025-04-28 06:00:00,XRP/RLUSD,2.27961,2.27961,2.27961,2.27961,31.67,72.19524870000001
1745816400,2025-04-28 05:00:00,XRP/RLUSD,2.28261,2.28315,2.27740,2.27740,1024.57,2333.355718
1745812800,2025-04-28 04:00:00,XRP/RLUSD,2.26632,2.27828,2.26632,2.27643,4362.47,9930.8575821
1745809200,2025-04-28 03:00:00,XRP/RLUSD,2.25737,2.25737,2.25737,2.25737,2027.05,4575.8018585
1745805600,2025-04-28 02:00:00,XRP/RLUSD,2.24246,2.24246,2.24246,2.24246,0.00,0.0
1745802000,2025-04-28 01:00:00,XRP/RLUSD,2.24327,2.24327,2.24246,2.24246,5142.63,11532.1420698
1745798400,2025-04-28 00:00:00,XRP/RLUSD,2.24332,2.25540,2.24285,2.25540,2491.67,5619.712517999999
1745794800,2025-04-27 23:00:00,XRP/RLUSD,2.25506,2.25506,2.25232,2.25445,2346.13,5289.2327785
1745791200,2025-04-27 22:00:00,XRP/RLUSD,2.25885,2.25885,2.25885,2.25885,547.64,1237.0366139999999
1745787600,2025-04-27 21:00:00,XRP/RLUSD,2.27483,2.27483,2.27266,2.27266,1487.73,3381.1044618
1745784000,2025-04-27 20:00:00,XRP/RLUSD,2.28414,2.28414,2.28414,2.28414,465.20,1062.5819279999998
1745780400,2025-04-27 19:00:00,XRP/RLUSD,2.24943,2.26446,2.24943,2.26446,2713.05,6143.593203
1745776800,2025-04-27 18:00:00,XRP/RLUSD,2.23738,2.25168,2.23738,2.25168,627.13,1412.0960784
1745773200,2025-04-27 17:00:00,XRP/RLUSD,2.23325,2.23325,2.23325,2.23325,39.25,87.6550625
1745769600,2025-04-27 16:00:00,XRP/RLUSD,2.21365,2.21365,2.21365,2.21365,0.00,0.0
1745766000,2025-04-27 15:00:00,XRP/RLUSD,2.23990,2.23990,2.21365,2.21365,396.77,878.3099104999999
1745762400,2025-04-27 14:00:00,XRP/RLUSD,2.22921,2.23661,2.22921,2.23661,26.98,60.34373780000001
1745758800,2025-04-27 13:00:00,XRP/RLUSD,2.22647,2.23266,2.22647,2.23266,1095.68,2446.2809088000004
1745755200,2025-04-27 12:00:00,XRP/RLUSD,2.17978,2.26751,2.17978,2.23663,16083.14,35972.0334182
1745751600,2025-04-27 11:00:00,XRP/RLUSD,2.18067,2.18097,2.18067,2.18097,27.66,60.3256302
1745748000,2025-04-27 10:00:00,XRP/RLUSD,2.18166,2.18166,2.18166,2.18166,0.00,0.0
1745744400,2025-04-27 09:00:00,XRP/RLUSD,2.18166,2.18166,2.18166,2.18166,0.00,0.0
1745740800,2025-04-27 08:00:00,XRP/RLUSD,2.18166,2.18166,2.18166,2.18166,191.81,418.4642046
1745737200,2025-04-27 07:00:00,XRP/RLUSD,2.17545,2.17545,2.17545,2.17545,0.00,0.0
1745733600,2025-04-27 06:00:00,XRP/RLUSD,2.17496,2.17545,2.17496,2.17545,384.84,837.2001779999999
1745730000,2025-04-27 05:00:00,XRP/RLUSD,2.16503,2.16722,2.16503,2.16722,1060.28,2297.8600216
1745726400,2025-04-27 04:00:00,XRP/RLUSD,2.17328,2.17328,2.17328,2.17328,0.00,0.0
1745722800,2025-04-27 03:00:00,XRP/RLUSD,2.17328,2.17328,2.17328,2.17328,0.00,0.0
1745719200,2025-04-27 02:00:00,XRP/RLUSD,2.17042,2.17328,2.17042,2.17328,10.34,22.471715200000002
1745715600,2025-04-27 01:00:00,XRP/RLUSD,2.19807,2.19807,2.17233,2.17233,1772.67,3850.8242211
1745712000,2025-04-27 00:00:00,XRP/RLUSD,2.19599,2.19599,2.19599,2.19599,0.00,0.0
1745708400,2025-04-26 23:00:00,XRP/RLUSD,2.19599,2.19599,2.19599,2.19599,5.15,11.3093485
1745704800,2025-04-26 22:00:00,XRP/RLUSD,2.19022,2.19022,2.19022,2.19022,0.00,0.0
1745701200,2025-04-26 21:00:00,XRP/RLUSD,2.19022,2.19022,2.19022,2.19022,5.16,11.3015352
1745697600,2025-04-26 20:00:00,XRP/RLUSD,2.19826,2.19826,2.19489,2.19489,27.66,60.7106574
1745694000,2025-04-26 19:00:00,XRP/RLUSD,2.19559,2.19559,2.19559,2.19559,0.00,0.0
1745690400,2025-04-26 18:00:00,XRP/RLUSD,2.19559,2.19559,2.19559,2.19559,0.00,0.0
1745686800,2025-04-26 17:00:00,XRP/RLUSD,2.19559,2.19559,2.19559,2.19559,0.00,0.0
1745683200,2025-04-26 16:00:00,XRP/RLUSD,2.19559,2.19559,2.19559,2.19559,34.97,76.77978230000001
1745679600,2025-04-26 15:00:00,XRP/RLUSD,2.19893,2.19947,2.19893,2.19947,1154.94,2540.2558817999998
1745676000,2025-04-26 14:00:00,XRP/RLUSD,2.19667,2.19667,2.19667,2.19667,0.00,0.0
1745672400,2025-04-26 13:00:00,XRP/RLUSD,2.19667,2.19667,2.19667,2.19667,0.00,0.0
1745668800,2025-04-26 12:00:00,XRP/RLUSD,2.19920,2.19920,2.19667,2.19667,562.93,1236.5714431
1745665200,2025-04-26 11:00:00,XRP/RLUSD,2.19866,2.19866,2.19866,2.19866,34.92,76.77720719999999
