unix,date,symbol,open,high,low,close,Volume ADA,Volume USD
1735045200,2024-12-24 13:00:00,ADA/USD,0.89791,0.93415,0.89791,0.93415,47562.92458382,44430.90599997545
1735041600,2024-12-24 12:00:00,ADA/USD,0.90127,0.90161,0.89339,0.89742,15344.61385152,13770.56336263108
1735038000,2024-12-24 11:00:00,ADA/USD,0.89506,0.90295,0.89488,0.90251,6550.99898560,5912.342094493856
1735034400,2024-12-24 10:00:00,ADA/USD,0.89594,0.89863,0.89120,0.89120,15423.52658640,13745.446893799679
1735030800,2024-12-24 09:00:00,ADA/USD,0.89767,0.89988,0.89712,0.89712,5149.81143831,4619.998837536667
1735027200,2024-12-24 08:00:00,ADA/USD,0.90243,0.90530,0.90086,0.90530,26515.36316069,24004.358269372657
1735023600,2024-12-24 07:00:00,ADA/USD,0.89435,0.90341,0.89435,0.89851,26925.46445783,24192.799070004832
1735020000,2024-12-24 06:00:00,ADA/USD,0.90559,0.90559,0.90351,0.90351,1002.75288426,905.9972584577527
1735016400,2024-12-24 05:00:00,ADA/USD,0.91537,0.91537,0.91537,0.91537,22.00000000,20.13814
1735012800,2024-12-24 04:00:00,ADA/USD,0.91196,0.91214,0.91196,0.91214,368.40129096,336.0335535362544
1735009200,2024-12-24 03:00:00,ADA/USD,0.90315,0.91006,0.90277,0.90911,30694.70773637,27904.86575021133
1735005600,2024-12-24 02:00:00,ADA/USD,0.90000,0.90271,0.89310,0.90271,7212.14722907,6510.47742515378
1735002000,2024-12-24 01:00:00,ADA/USD,0.91178,0.91331,0.90219,0.90219,9349.34823027,8434.888479867292
1734998400,2024-12-24 00:00:00,ADA/USD,0.92480,0.92490,0.91472,0.91978,6657.73541677,6123.651881636711
1734994800,2024-12-23 23:00:00,ADA/USD,0.93393,0.93393,0.91987,0.91987,20626.77960978,18973.955759648325
1734991200,2024-12-23 22:00:00,ADA/USD,0.92442,0.93448,0.92227,0.92877,7633.59456534,7089.853624450832
1734987600,2024-12-23 21:00:00,ADA/USD,0.93681,0.94166,0.92420,0.92623,13394.54508021,12406.42948964291
1734984000,2024-12-23 20:00:00,ADA/USD,0.89486,0.91845,0.89205,0.91845,17222.22426580,15817.751876924009
1734980400,2024-12-23 19:00:00,ADA/USD,0.87902,0.89283,0.87701,0.88864,35049.90248578,31146.745344963543
1734976800,2024-12-23 18:00:00,ADA/USD,0.88066,0.88630,0.87219,0.87291,34734.58887786,30320.16997737277
1734973200,2024-12-23 17:00:00,ADA/USD,0.90079,0.90079,0.87972,0.88219,15404.28616703,13589.507213692197
1734969600,2024-12-23 16:00:00,ADA/USD,0.86477,0.90023,0.86477,0.90023,135653.77227309,122119.5954134038
1734966000,2024-12-23 15:00:00,ADA/USD,0.86743,0.87390,0.86512,0.86591,42844.41039591,37099.40340592243
1734962400,2024-12-23 14:00:00,ADA/USD,0.88078,0.89295,0.86774,0.86774,43560.89386512,37799.530042519225
1734958800,2024-12-23 13:00:00,ADA/USD,0.89840,0.89840,0.87758,0.87891,69339.42910786,60943.117637189236
1734955200,2024-12-23 12:00:00,ADA/USD,0.89700,0.90158,0.89332,0.89600,62647.23740352,56131.92471355392
1734951600,2024-12-23 11:00:00,ADA/USD,0.90305,0.90306,0.89296,0.89392,23143.74324249,20688.65495932666
1734948000,2024-12-23 10:00:00,ADA/USD,0.90356,0.90454,0.89317,0.89600,8947.01680199,8016.52705458304
1734944400,2024-12-23 09:00:00,ADA/USD,0.89816,0.90652,0.89816,0.89940,7689.80827117,6916.213559090298
1734940800,2024-12-23 08:00:00,ADA/USD,0.88318,0.89740,0.88318,0.89740,60451.42165252,54249.10579097145
1734937200,2024-12-23 07:00:00,ADA/USD,0.88584,0.88626,0.88412,0.88412,9356.00398795,8271.830245826353
1734933600,2024-12-23 06:00:00,ADA/USD,0.89816,0.89816,0.89816,0.89816,0.00000000,0.0
1734930000,2024-12-23 05:00:00,ADA/USD,0.89317,0.90027,0.89317,0.89816,912.65639408,819.7114669068928
1734926400,2024-12-23 04:00:00,ADA/USD,0.90717,0.91098,0.90717,0.90799,7298.56123423,6627.020615068497
1734922800,2024-12-23 03:00:00,ADA/USD,0.90655,0.90732,0.90578,0.90579,2904.23826158,2630.6299749565483
1734919200,2024-12-23 02:00:00,ADA/USD,0.87417,0.87417,0.87359,0.87359,172.19121326,150.4245219918034
1734915600,2024-12-23 01:00:00,ADA/USD,0.88000,0.88750,0.86400,0.87130,54123.73627686,47158.011418028116
1734912000,2024-12-23 00:00:00,ADA/USD,0.87992,0.87993,0.86937,0.86937,50082.36527254,43540.1058969881
1734908400,2024-12-22 23:00:00,ADA/USD,0.88641,0.88732,0.87954,0.88410,15688.68536295,13870.366729384095
1734904800,2024-12-22 22:00:00,ADA/USD,0.88514,0.88514,0.87510,0.87906,8821.17839610,7754.345080875666
1734901200,2024-12-22 21:00:00,ADA/USD,0.88836,0.89515,0.88698,0.88698,26173.32906965,23215.219418198158
1734897600,2024-12-22 20:00:00,ADA/USD,0.87447,0.88925,0.85813,0.88885,69472.59662886,61750.71751356222
1734894000,2024-12-22 19:00:00,ADA/USD,0.89597,0.89597,0.87216,0.87216,170060.26945557,148319.76460836994
1734890400,2024-12-22 18:00:00,ADA/USD,0.89141,0.89780,0.89134,0.89305,109958.09909682,98198.08039841511
1734886800,2024-12-22 17:00:00,ADA/USD,0.89474,0.89584,0.88966,0.89104,48938.68758323,43606.32818416126
1734883200,2024-12-22 16:00:00,ADA/USD,0.89110,0.89566,0.89074,0.89360,10212.45400468,9125.848898582048
1734879600,2024-12-22 15:00:00,ADA/USD,0.88513,0.89060,0.88492,0.88492,2572.62710788,2276.5691803051695
1734876000,2024-12-22 14:00:00,ADA/USD,0.90790,0.90891,0.87886,0.88495,49246.95759570,43581.095124314714
1734872400,2024-12-22 13:00:00,ADA/USD,0.90925,0.91013,0.90343,0.90343,28259.41889753,25530.406814595524
1734868800,2024-12-22 12:00:00,ADA/USD,0.91361,0.91495,0.90914,0.90914,16485.87126334,14987.965000352926
1734865200,2024-12-22 11:00:00,ADA/USD,0.90638,0.91430,0.90634,0.91430,39961.05315757,36536.39090196625
1734861600,2024-12-22 10:00:00,ADA/USD,0.91515,0.91741,0.91515,0.91741,1581.48324004,1450.8685392450964
1734858000,2024-12-22 09:00:00,ADA/USD,0.91335,0.92056,0.91335,0.91401,22262.80446369,20348.425907857298
1734854400,2024-12-22 08:00:00,ADA/USD,0.90364,0.90365,0.89919,0.89919,40062.97018521,36024.22216083898
1734850800,2024-12-22 07:00:00,ADA/USD,0.88631,0.89058,0.88631,0.89058,1801.61413910,1604.481519999678
1734847200,2024-12-22 06:00:00,ADA/USD,0.88954,0.89025,0.88954,0.89025,232.55856550,207.03526293637498
1734843600,2024-12-22 05:00:00,ADA/USD,0.88022,0.88376,0.87145,0.88376,7568.73270257,6688.943213223263
1734840000,2024-12-22 04:00:00,ADA/USD,0.90140,0.90140,0.88531,0.88531,4449.34894379,3939.053113426725
1734836400,2024-12-22 03:00:00,ADA/USD,0.88580,0.89782,0.88148,0.89474,43601.38973395,39011.90745055443
1734832800,2024-12-22 02:00:00,ADA/USD,0.89333,0.89596,0.89333,0.89596,1315.51728216,1178.6508641240735
1734829200,2024-12-22 01:00:00,ADA/USD,0.88930,0.90012,0.88860,0.90012,38594.58000000,34739.7533496
1734825600,2024-12-22 00:00:00,ADA/USD,0.90372,0.90827,0.89624,0.90752,363.25406371,329.66032789809924
1734822000,2024-12-21 23:00:00,ADA/USD,0.90532,0.90532,0.90532,0.90532,273.72193263,247.80594004859162
1734818400,2024-12-21 22:00:00,ADA/USD,0.89629,0.90297,0.89620,0.90217,2104.82172414,1898.9070148673836
1734814800,2024-12-21 21:00:00,ADA/USD,0.89740,0.89740,0.89740,0.89740,286.48829454,257.09459552019604
1734811200,2024-12-21 20:00:00,ADA/USD,0.90665,0.91413,0.90283,0.90920,66881.28919712,60808.468138021504
1734807600,2024-12-21 19:00:00,ADA/USD,0.89989,0.89989,0.88618,0.88618,17319.26649995,15347.987586925692
1734804000,2024-12-21 18:00:00,ADA/USD,0.91767,0.91767,0.89951,0.89983,59509.04776484,53548.02645023598
1734800400,2024-12-21 17:00:00,ADA/USD,0.90539,0.91786,0.89999,0.91786,114585.11324872,105173.09204647013
1734796800,2024-12-21 16:00:00,ADA/USD,0.91472,0.91882,0.90755,0.90763,38669.70383892,35097.783295318965
1734793200,2024-12-21 15:00:00,ADA/USD,0.91784,0.91784,0.91784,0.91784,290.43767348,266.5753142268832
1734789600,2024-12-21 14:00:00,ADA/USD,0.92624,0.92824,0.91252,0.91252,112108.13241963,102300.91299556076
1734786000,2024-12-21 13:00:00,ADA/USD,0.92186,0.92659,0.89819,0.91367,41031.46462864,37489.21828724951
1734782400,2024-12-21 12:00:00,ADA/USD,0.95248,0.95248,0.92763,0.92763,32147.93873120,29821.392405223054
1734778800,2024-12-21 11:00:00,ADA/USD,0.96903,0.96903,0.95284,0.95975,6362.66843478,6106.571030280105
1734775200,2024-12-21 10:00:00,ADA/USD,0.97378,0.97540,0.96560,0.96601,7755.94997739,7492.325237658514
1734771600,2024-12-21 09:00:00,ADA/USD,0.95408,0.97061,0.95371,0.97061,42174.81039544,40935.29271791802
1734768000,2024-12-21 08:00:00,ADA/USD,0.99426,0.99426,0.96488,0.96488,166432.95296705,160587.82765884718
1734764400,2024-12-21 07:00:00,ADA/USD,0.98249,0.99741,0.98210,0.99741,60486.45680784,60329.79688470769
1734760800,2024-12-21 06:00:00,ADA/USD,0.98120,0.98284,0.97931,0.98207,106943.23075628,105025.73862881989
1734757200,2024-12-21 05:00:00,ADA/USD,0.95692,0.97000,0.95692,0.97000,8362.64028000,8111.761071599999
1734753600,2024-12-21 04:00:00,ADA/USD,0.95084,0.95330,0.94845,0.95180,4437.97224579,4224.061983542922
1734750000,2024-12-21 03:00:00,ADA/USD,0.94434,0.94708,0.94434,0.94708,1704.83560395,1614.615703788966
1734746400,2024-12-21 02:00:00,ADA/USD,0.95123,0.95805,0.95123,0.95805,939.46099991,900.0506109637755
1734742800,2024-12-21 01:00:00,ADA/USD,0.94812,0.94812,0.93983,0.94014,2052.02360990,1929.1894766113858
1734739200,2024-12-21 00:00:00,ADA/USD,0.94744,0.95141,0.93803,0.93942,13842.44831781,13003.872798717071
1734735600,2024-12-20 23:00:00,ADA/USD,0.94498,0.95765,0.94261,0.94882,126535.93601427,120059.82680905967
1734732000,2024-12-20 22:00:00,ADA/USD,0.91656,0.94711,0.91656,0.94586,56253.45852357,53207.89627910392
1734728400,2024-12-20 21:00:00,ADA/USD,0.92412,0.92412,0.90046,0.91866,12558.39753212,11536.897476857359
1734724800,2024-12-20 20:00:00,ADA/USD,0.91177,0.92416,0.90870,0.92416,26112.69405302,24132.307336038964
1734721200,2024-12-20 19:00:00,ADA/USD,0.89000,0.92337,0.89000,0.91082,31554.25011519,28740.242089917356
1734717600,2024-12-20 18:00:00,ADA/USD,0.88796,0.89412,0.88044,0.89412,15202.08829542,13592.49118670093
1734714000,2024-12-20 17:00:00,ADA/USD,0.87705,0.88764,0.87635,0.88685,356395.49136820,316069.3415198882
1734710400,2024-12-20 16:00:00,ADA/USD,0.87520,0.89564,0.87312,0.87312,306877.46857528,267940.85536244843
1734706800,2024-12-20 15:00:00,ADA/USD,0.85608,0.89182,0.85608,0.87724,46451.26747050,40748.909875821424
1734703200,2024-12-20 14:00:00,ADA/USD,0.85902,0.86008,0.84452,0.85412,237177.03100158,202577.64571906952
1734699600,2024-12-20 13:00:00,ADA/USD,0.83129,0.86541,0.81287,0.85956,179790.22930041,154540.48949746042
1734696000,2024-12-20 12:00:00,ADA/USD,0.77233,0.83715,0.76631,0.82928,364059.21051962,301907.0220997105
1734692400,2024-12-20 11:00:00,ADA/USD,0.80348,0.80596,0.76163,0.76163,127790.70010437,97329.23092049133
1734688800,2024-12-20 10:00:00,ADA/USD,0.82000,0.82000,0.78622,0.79353,127260.93334077,100985.36843390121
1734685200,2024-12-20 09:00:00,ADA/USD,0.84579,0.84579,0.82000,0.82000,343645.94265716,281789.67297887115
1734681600,2024-12-20 08:00:00,ADA/USD,0.86710,0.86710,0.83700,0.83700,75333.76087955,63054.35785618335
1734678000,2024-12-20 07:00:00,ADA/USD,0.89079,0.90320,0.89079,0.90320,1489.22750526,1345.0702827508321
1734674400,2024-12-20 06:00:00,ADA/USD,0.88762,0.89392,0.87520,0.87520,6319.84236833,5531.126040762416
1734670800,2024-12-20 05:00:00,ADA/USD,0.90113,0.90204,0.88496,0.88587,8061.53020681,7141.467764306775
1734667200,2024-12-20 04:00:00,ADA/USD,0.90760,0.90760,0.89890,0.89923,5433.94466117,4886.366057663899
1734663600,2024-12-20 03:00:00,ADA/USD,0.91416,0.91416,0.90389,0.90479,713.50288015,645.5702709309185
1734660000,2024-12-20 02:00:00,ADA/USD,0.89060,0.91571,0.89060,0.91571,10705.26763686,9802.920627749072
1734656400,2024-12-20 01:00:00,ADA/USD,0.88467,0.88921,0.88383,0.88921,6253.31237929,5560.507900788461
1734652800,2024-12-20 00:00:00,ADA/USD,0.88142,0.88514,0.87113,0.88514,6786.26897488,6006.798120425284
1734649200,2024-12-19 23:00:00,ADA/USD,0.89812,0.89812,0.88395,0.88395,14588.24270280,12895.27713714006
1734645600,2024-12-19 22:00:00,ADA/USD,0.89040,0.90080,0.89040,0.89775,29732.50557240,26692.356877622104
1734642000,2024-12-19 21:00:00,ADA/USD,0.87772,0.89808,0.87442,0.88836,21511.19610344,19109.68617045196
1734638400,2024-12-19 20:00:00,ADA/USD,0.87793,0.88127,0.84755,0.87872,42522.68898763,37365.53726721023
1734634800,2024-12-19 19:00:00,ADA/USD,0.89539,0.90102,0.85644,0.87526,57005.38690748,49894.534944640945
1734631200,2024-12-19 18:00:00,ADA/USD,0.90187,0.90187,0.86900,0.89882,46920.60597311,42173.17906075073
1734627600,2024-12-19 17:00:00,ADA/USD,0.94900,0.94900,0.88429,0.90486,89223.54117822,80734.81347052414
1734624000,2024-12-19 16:00:00,ADA/USD,0.94122,0.94981,0.93297,0.94981,77457.04756363,73569.47834641142
1734620400,2024-12-19 15:00:00,ADA/USD,0.95062,0.95062,0.92205,0.94434,45653.46884495,43112.39676904008
1734616800,2024-12-19 14:00:00,ADA/USD,0.96252,0.97480,0.94721,0.95169,31480.90924336,29960.06651781328
1734613200,2024-12-19 13:00:00,ADA/USD,0.96639,0.97183,0.96015,0.96394,48027.22859652,46295.36673332949
1734609600,2024-12-19 12:00:00,ADA/USD,0.98348,0.98682,0.96630,0.96630,6341.43694300,6127.7305180209
1734606000,2024-12-19 11:00:00,ADA/USD,0.98342,0.98781,0.98292,0.98781,9434.69955879,9319.69057116835
1734602400,2024-12-19 10:00:00,ADA/USD,0.97696,0.98844,0.97411,0.98570,7672.93421518,7563.2112559029265
1734598800,2024-12-19 09:00:00,ADA/USD,0.96467,0.97503,0.96467,0.97503,14314.62604236,13957.18983008227
1734595200,2024-12-19 08:00:00,ADA/USD,0.98191,0.98191,0.96434,0.96434,34583.54084166,33350.2917752464
1734591600,2024-12-19 07:00:00,ADA/USD,0.98141,0.98700,0.98141,0.98410,9367.11186808,9218.174789377526
1734588000,2024-12-19 06:00:00,ADA/USD,0.97936,0.98339,0.97589,0.98339,8735.20000000,8590.108328
1734584400,2024-12-19 05:00:00,ADA/USD,0.97846,0.98219,0.97845,0.98219,1912.84316993,1878.7754330735465
1734580800,2024-12-19 04:00:00,ADA/USD,0.97506,0.97779,0.97274,0.97779,7788.47219586,7615.49022838995
1734577200,2024-12-19 03:00:00,ADA/USD,0.96146,0.97660,0.96146,0.97373,6715.18173991,6538.773915602565
1734573600,2024-12-19 02:00:00,ADA/USD,0.94200,0.94784,0.91804,0.94784,16902.83347160,16021.181677721343
1734570000,2024-12-19 01:00:00,ADA/USD,0.96270,0.96698,0.94200,0.94200,13253.67532395,12484.962155160898
1734566400,2024-12-19 00:00:00,ADA/USD,0.96629,0.97801,0.96000,0.97500,13317.88349133,12984.93640404675
1734562800,2024-12-18 23:00:00,ADA/USD,0.97970,0.97970,0.96421,0.96421,51066.46514512,49238.79635757615
1734559200,2024-12-18 22:00:00,ADA/USD,0.98055,0.98747,0.97293,0.98176,39660.46875792,38937.06180777554
1734555600,2024-12-18 21:00:00,ADA/USD,0.97819,0.99520,0.97002,0.98839,38821.14016985,38370.42673247804
1734552000,2024-12-18 20:00:00,ADA/USD,1.01461,1.01461,0.96167,0.97785,444619.27825158,434770.96123830753
1734548400,2024-12-18 19:00:00,ADA/USD,1.05577,1.05577,1.01820,1.01993,123990.93803782,126462.07743291375
1734544800,2024-12-18 18:00:00,ADA/USD,1.03760,1.04998,1.03751,1.04729,37615.34714511,39394.17691160225
1734541200,2024-12-18 17:00:00,ADA/USD,1.01918,1.04052,1.01918,1.04052,3323.57871460,3458.2501241155915
1734537600,2024-12-18 16:00:00,ADA/USD,1.02343,1.02698,1.01271,1.02698,21783.86291301,22371.59153440301
1734534000,2024-12-18 15:00:00,ADA/USD,1.01957,1.02799,1.01037,1.02174,18440.81265889,18841.71592609427
1734530400,2024-12-18 14:00:00,ADA/USD,1.03387,1.03693,1.02414,1.02575,35136.52317242,36041.28864410981
1734526800,2024-12-18 13:00:00,ADA/USD,1.03051,1.03732,1.02744,1.03194,13680.78850069,14117.75288540204
1734523200,2024-12-18 12:00:00,ADA/USD,1.05015,1.05015,1.02700,1.03093,18309.88318288,18876.207869726477
1734519600,2024-12-18 11:00:00,ADA/USD,1.04111,1.04922,1.04111,1.04830,54001.74351815,56610.02773007664
1734516000,2024-12-18 10:00:00,ADA/USD,1.03473,1.04221,1.03286,1.04060,40788.99402117,42445.027178429504
1734512400,2024-12-18 09:00:00,ADA/USD,1.03212,1.03940,1.03052,1.03812,8685.17806421,9016.257052017685
1734508800,2024-12-18 08:00:00,ADA/USD,1.02524,1.02689,1.01997,1.02511,15918.29207435,16318.000388336928
1734505200,2024-12-18 07:00:00,ADA/USD,1.02045,1.02679,1.02045,1.02425,10910.71987039,11175.304827246959
1734501600,2024-12-18 06:00:00,ADA/USD,1.02784,1.02980,1.01573,1.01573,23808.18132735,24182.684019629218
1734498000,2024-12-18 05:00:00,ADA/USD,1.02403,1.03077,1.02188,1.02188,23968.38397095,24492.81221223438
1734494400,2024-12-18 04:00:00,ADA/USD,1.02978,1.03141,1.01825,1.02090,33711.12113444,34415.68356614979
1734490800,2024-12-18 03:00:00,ADA/USD,1.04464,1.04496,1.03758,1.03881,13160.28488381,13671.035540150666
1734487200,2024-12-18 02:00:00,ADA/USD,1.04080,1.05194,1.04080,1.05194,3646.40313464,3835.797313453202
1734483600,2024-12-18 01:00:00,ADA/USD,1.05523,1.05523,1.04129,1.04129,2187.80437318,2278.138815748602
1734480000,2024-12-18 00:00:00,ADA/USD,1.05402,1.05925,1.04193,1.05192,26721.97789204,28109.382984194715
1734476400,2024-12-17 23:00:00,ADA/USD,1.05000,1.05537,1.04713,1.05306,93263.13149334,98211.67325037663
1734472800,2024-12-17 22:00:00,ADA/USD,1.06000,1.06296,1.05249,1.05635,39401.23913322,41621.49895837694
1734469200,2024-12-17 21:00:00,ADA/USD,1.07462,1.07900,1.06600,1.07360,18316.59935210,19664.70106441456
1734465600,2024-12-17 20:00:00,ADA/USD,1.07356,1.08284,1.07142,1.07754,11111.59785940,11973.191157417876
1734462000,2024-12-17 19:00:00,ADA/USD,1.07654,1.07654,1.06889,1.07400,29787.31211330,31991.5732096842
1734458400,2024-12-17 18:00:00,ADA/USD,1.09182,1.09753,1.07633,1.07633,31429.67371940,33828.700714401806
1734454800,2024-12-17 17:00:00,ADA/USD,1.07683,1.09846,1.07673,1.09445,17618.78673489,19282.88114200036
1734451200,2024-12-17 16:00:00,ADA/USD,1.07734,1.08215,1.07701,1.08215,3503.39688419,3791.2009382262086
1734447600,2024-12-17 15:00:00,ADA/USD,1.08407,1.08505,1.06339,1.06940,50969.24260954,54506.50804664207
1734444000,2024-12-17 14:00:00,ADA/USD,1.09534,1.09973,1.08000,1.09363,28506.47863305,31175.540227462472
1734440400,2024-12-17 13:00:00,ADA/USD,1.10500,1.10816,1.09660,1.09873,34823.95774494,38262.12709309793
1734436800,2024-12-17 12:00:00,ADA/USD,1.10212,1.10897,1.09491,1.10897,13180.63637150,14616.930316902355
1734433200,2024-12-17 11:00:00,ADA/USD,1.09346,1.10959,1.09128,1.09743,25645.46039430,28144.09760051665
1734429600,2024-12-17 10:00:00,ADA/USD,1.08844,1.10942,1.08652,1.09364,37544.77959131,41060.47275224026
1734426000,2024-12-17 09:00:00,ADA/USD,1.08131,1.08669,1.07904,1.08438,13326.54658456,14451.04058536517
1734422400,2024-12-17 08:00:00,ADA/USD,1.05882,1.07507,1.05882,1.06833,39401.59073789,42093.901433010025
1734418800,2024-12-17 07:00:00,ADA/USD,1.06252,1.06832,1.05834,1.05944,36958.30093607,39155.10234371
1734415200,2024-12-17 06:00:00,ADA/USD,1.06410,1.06410,1.05611,1.06221,20600.36501221,21881.913719619588
1734411600,2024-12-17 05:00:00,ADA/USD,1.07035,1.07139,1.06227,1.06610,38571.21461764,41120.77190386601
1734408000,2024-12-17 04:00:00,ADA/USD,1.07233,1.07440,1.06393,1.06853,49900.00458819,53319.65190261866
1734404400,2024-12-17 03:00:00,ADA/USD,1.07263,1.07852,1.07261,1.07662,19730.25522381,21241.98737905832
1734400800,2024-12-17 02:00:00,ADA/USD,1.07721,1.07738,1.07224,1.07224,7939.70333412,8513.26750297683
1734397200,2024-12-17 01:00:00,ADA/USD,1.06265,1.07449,1.06265,1.07449,10912.07602382,11724.916566834352
1734393600,2024-12-17 00:00:00,ADA/USD,1.07898,1.07898,1.06415,1.06793,34742.07222340,37102.10118953556
1734390000,2024-12-16 23:00:00,ADA/USD,1.08880,1.09260,1.07667,1.07952,34027.09212394,36732.926489635705
1734386400,2024-12-16 22:00:00,ADA/USD,1.09489,1.10282,1.08809,1.09102,11068.57766681,12076.039606043048
1734382800,2024-12-16 21:00:00,ADA/USD,1.09837,1.09937,1.09357,1.09470,3327.42904455,3642.536575068885
1734379200,2024-12-16 20:00:00,ADA/USD,1.10388,1.10634,1.09741,1.09741,2070.21754136,2271.877432063877
1734375600,2024-12-16 19:00:00,ADA/USD,1.11507,1.11543,1.09800,1.10332,11237.56307389,12398.628090684315
1734372000,2024-12-16 18:00:00,ADA/USD,1.10830,1.11847,1.09886,1.11847,103918.21536287,116229.40633690922
1734368400,2024-12-16 17:00:00,ADA/USD,1.10900,1.11728,1.09864,1.10926,8181.07218166,9074.936128228172
1734364800,2024-12-16 16:00:00,ADA/USD,1.07843,1.12037,1.07673,1.10946,67563.65897450,74959.17708584876
1734361200,2024-12-16 15:00:00,ADA/USD,1.06594,1.07919,1.05927,1.06734,197270.82375333,210555.04102487923
1734357600,2024-12-16 14:00:00,ADA/USD,1.06157,1.07713,1.05878,1.06955,17424.99101684,18636.899142061222
1734354000,2024-12-16 13:00:00,ADA/USD,1.05412,1.07281,1.04770,1.06158,102265.37468742,108562.87646067132
1734350400,2024-12-16 12:00:00,ADA/USD,1.05439,1.05980,1.05282,1.05522,19018.49665263,20068.698037788232
1734346800,2024-12-16 11:00:00,ADA/USD,1.07178,1.07311,1.05251,1.05370,38242.92523000,40296.57031485101
1734343200,2024-12-16 10:00:00,ADA/USD,1.07536,1.07691,1.06679,1.07691,32246.73377500,34726.83006963525
1734339600,2024-12-16 09:00:00,ADA/USD,1.07000,1.08156,1.07000,1.08156,10556.31747254,11417.290725600364
1734336000,2024-12-16 08:00:00,ADA/USD,1.09628,1.09628,1.07561,1.07561,18111.40492580,19480.808252239738
1734332400,2024-12-16 07:00:00,ADA/USD,1.08983,1.09665,1.08897,1.08897,40181.23079043,43756.15489385456
1734328800,2024-12-16 06:00:00,ADA/USD,1.08629,1.08629,1.07687,1.07897,4945.31729038,5335.848996801308
1734325200,2024-12-16 05:00:00,ADA/USD,1.08098,1.08557,1.07967,1.08557,3591.25611735,3898.559903311639
1734321600,2024-12-16 04:00:00,ADA/USD,1.07633,1.07707,1.07296,1.07340,2843.11736545,3051.8021800740294
1734318000,2024-12-16 03:00:00,ADA/USD,1.09564,1.09564,1.09564,1.09564,0.00000000,0.0
1734314400,2024-12-16 02:00:00,ADA/USD,1.09940,1.09940,1.09564,1.09564,1267.28595308,1388.489181632571
1734310800,2024-12-16 01:00:00,ADA/USD,1.10587,1.10780,1.10420,1.10420,54297.41904220,59955.210106397244
1734307200,2024-12-16 00:00:00,ADA/USD,1.09611,1.11872,1.09443,1.11199,35832.42146249,39845.29434207425
1734303600,2024-12-15 23:00:00,ADA/USD,1.07102,1.11052,1.07057,1.10127,29831.19204122,32852.19685923435
1734300000,2024-12-15 22:00:00,ADA/USD,1.05774,1.06902,1.05363,1.06902,10804.62008545,11550.35496374776
1734296400,2024-12-15 21:00:00,ADA/USD,1.08000,1.08000,1.06057,1.06057,61477.67286731,65201.375512882965
1734292800,2024-12-15 20:00:00,ADA/USD,1.08682,1.08682,1.08233,1.08308,9024.69234059,9774.463780246217
1734289200,2024-12-15 19:00:00,ADA/USD,1.09117,1.09297,1.08881,1.08896,5649.94132263,6152.5601026911645
1734285600,2024-12-15 18:00:00,ADA/USD,1.08940,1.09063,1.08020,1.08896,25793.58394049,28088.181167835988
1734282000,2024-12-15 17:00:00,ADA/USD,1.08649,1.08974,1.08523,1.08828,63513.76524390,69120.76043963149
1734278400,2024-12-15 16:00:00,ADA/USD,1.08685,1.09021,1.08611,1.09021,457.94260865,499.2536113763165
1734274800,2024-12-15 15:00:00,ADA/USD,1.08706,1.08983,1.08514,1.08514,5349.74022521,5805.217107984379
1734271200,2024-12-15 14:00:00,ADA/USD,1.08721,1.09367,1.08523,1.08731,14178.66389736,15416.603042238501
1734267600,2024-12-15 13:00:00,ADA/USD,1.08250,1.08783,1.07798,1.08471,63171.17949139,68522.41010610566
1734264000,2024-12-15 12:00:00,ADA/USD,1.08443,1.08633,1.08106,1.08106,8809.72183751,9523.83788965856
1734260400,2024-12-15 11:00:00,ADA/USD,1.07315,1.07900,1.07315,1.07652,3816.53436863,4108.575578517567
1734256800,2024-12-15 10:00:00,ADA/USD,1.09072,1.09072,1.07263,1.07324,41570.15414465,44614.75223420416
1734253200,2024-12-15 09:00:00,ADA/USD,1.06622,1.09408,1.06610,1.09397,45204.13188841,49451.964161963886
1734249600,2024-12-15 08:00:00,ADA/USD,1.05036,1.07001,1.05036,1.07001,16872.28427218,18053.51289407532
1734246000,2024-12-15 07:00:00,ADA/USD,1.06507,1.06507,1.04268,1.04764,68051.69494590,71293.67769312268
1734242400,2024-12-15 06:00:00,ADA/USD,1.07162,1.07218,1.06480,1.06480,9054.71525169,9641.460799999511
1734238800,2024-12-15 05:00:00,ADA/USD,1.07225,1.07234,1.07225,1.07234,2300.00000000,2466.382
1734235200,2024-12-15 04:00:00,ADA/USD,1.06458,1.07080,1.06458,1.06945,4238.60869505,4532.9800689212225
1734231600,2024-12-15 03:00:00,ADA/USD,1.06604,1.06604,1.06231,1.06231,1120.17395392,1189.9719929887553
1734228000,2024-12-15 02:00:00,ADA/USD,1.07309,1.07309,1.07293,1.07293,629.00000000,674.87297
1734224400,2024-12-15 01:00:00,ADA/USD,1.05714,1.06529,1.05714,1.06460,1215.83340255,1294.37624035473
1734220800,2024-12-15 00:00:00,ADA/USD,1.06009,1.06040,1.05933,1.05958,21294.87379661,22563.622377412026
1734217200,2024-12-14 23:00:00,ADA/USD,1.05540,1.06270,1.05540,1.05925,46283.78901155,49026.10351048434
1734213600,2024-12-14 22:00:00,ADA/USD,1.05613,1.06012,1.05043,1.05906,19010.41177243,20133.166691709714
1734210000,2024-12-14 21:00:00,ADA/USD,1.04559,1.05567,1.04512,1.05493,3844.31921440,4055.4876688469917
