unix,date,symbol,open,high,low,close,Volume MATIC,Volume EUR
1719975600,2024-07-03 03:00:00,MATIC/EUR,0.52000,0.52000,0.52000,0.52000,234.76111655,122.07578060600001
1719972000,2024-07-03 02:00:00,MATIC/EUR,0.52749,0.52749,0.52749,0.52749,596.49907630,314.64729775748697
1719968400,2024-07-03 01:00:00,MATIC/EUR,0.52921,0.52921,0.52857,0.52857,550.47286962,290.9634446950434
1719964800,2024-07-03 00:00:00,MATIC/EUR,0.53151,0.53151,0.53151,0.53151,564.42964384,299.99999999739845
1719961200,2024-07-02 23:00:00,MATIC/EUR,0.53358,0.53358,0.53358,0.53358,0.00000000,0.0
1719957600,2024-07-02 22:00:00,MATIC/EUR,0.53358,0.53358,0.53358,0.53358,0.00000000,0.0
1719954000,2024-07-02 21:00:00,MATIC/EUR,0.53125,0.53358,0.53125,0.53358,587.19885488,313.3175649868704
1719950400,2024-07-02 20:00:00,MATIC/EUR,0.53151,0.53151,0.53151,0.53151,149.02447743,79.2079999988193
1719946800,2024-07-02 19:00:00,MATIC/EUR,0.53206,0.53206,0.53206,0.53206,0.00000000,0.0
1719943200,2024-07-02 18:00:00,MATIC/EUR,0.52977,0.53206,0.52977,0.53206,1219.47378970,648.8332245477819
1719939600,2024-07-02 17:00:00,MATIC/EUR,0.52500,0.52500,0.52476,0.52476,430.95238096,226.14657143256963
1719936000,2024-07-02 16:00:00,MATIC/EUR,0.52868,0.52868,0.52868,0.52868,0.00000000,0.0
1719932400,2024-07-02 15:00:00,MATIC/EUR,0.52674,0.52896,0.52674,0.52868,784.18949373,414.58530154517643
1719928800,2024-07-02 14:00:00,MATIC/EUR,0.52828,0.52828,0.52558,0.52558,358.48646824,188.41331797757923
1719925200,2024-07-02 13:00:00,MATIC/EUR,0.53006,0.53100,0.52934,0.52934,561.55675839,297.2544544861626
1719921600,2024-07-02 12:00:00,MATIC/EUR,0.52817,0.53006,0.52814,0.53006,534.70558588,283.4260428515528
1719918000,2024-07-02 11:00:00,MATIC/EUR,0.52741,0.52746,0.52735,0.52745,816.27906859,430.5463947277955
1719914400,2024-07-02 10:00:00,MATIC/EUR,0.52650,0.52693,0.52650,0.52684,983.31482518,518.0495824978311
1719910800,2024-07-02 09:00:00,MATIC/EUR,0.52130,0.52130,0.52130,0.52130,0.00000000,0.0
1719907200,2024-07-02 08:00:00,MATIC/EUR,0.52238,0.52250,0.52130,0.52130,1975.05244167,1029.594837842571
1719903600,2024-07-02 07:00:00,MATIC/EUR,0.52280,0.52280,0.52124,0.52124,2032.46365261,1059.4013542864366
1719900000,2024-07-02 06:00:00,MATIC/EUR,0.52556,0.52556,0.52556,0.52556,94.33962265,49.581132079934
1719896400,2024-07-02 05:00:00,MATIC/EUR,0.52530,0.52530,0.52530,0.52530,95.18370454,49.999999994861994
1719892800,2024-07-02 04:00:00,MATIC/EUR,0.52336,0.52336,0.52245,0.52309,1010.13877318,528.3934908627263
1719889200,2024-07-02 03:00:00,MATIC/EUR,0.51798,0.51798,0.51798,0.51798,0.00000000,0.0
1719885600,2024-07-02 02:00:00,MATIC/EUR,0.51798,0.51798,0.51798,0.51798,0.00000000,0.0
1719882000,2024-07-02 01:00:00,MATIC/EUR,0.51798,0.51798,0.51798,0.51798,0.00000000,0.0
1719878400,2024-07-02 00:00:00,MATIC/EUR,0.51798,0.51798,0.51798,0.51798,319.81374047,165.65712128865061
1719874800,2024-07-01 23:00:00,MATIC/EUR,0.51971,0.51971,0.51971,0.51971,9.07067521,4.7141206133891
1719871200,2024-07-01 22:00:00,MATIC/EUR,0.52000,0.52000,0.52000,0.52000,40.00000000,20.8
1719867600,2024-07-01 21:00:00,MATIC/EUR,0.52809,0.52809,0.52809,0.52809,0.00000000,0.0
1719864000,2024-07-01 20:00:00,MATIC/EUR,0.52700,0.52809,0.52616,0.52809,2450.36394543,1294.0126959421286
1719860400,2024-07-01 19:00:00,MATIC/EUR,0.52661,0.52744,0.52661,0.52744,790.86837347,417.13561490301686
1719856800,2024-07-01 18:00:00,MATIC/EUR,0.52781,0.53000,0.52705,0.52705,3761.07592455,1982.2750660340776
1719853200,2024-07-01 17:00:00,MATIC/EUR,0.52136,0.52446,0.52135,0.52446,1775.43639851,931.1453735625546
1719849600,2024-07-01 16:00:00,MATIC/EUR,0.51995,0.52094,0.51995,0.52094,11234.73316009,5852.621892417284
1719846000,2024-07-01 15:00:00,MATIC/EUR,0.51659,0.51940,0.51659,0.51940,149.19013256,77.48935485166399
1719842400,2024-07-01 14:00:00,MATIC/EUR,0.51760,0.51760,0.51448,0.51624,619.57333326,319.84853756214244
1719838800,2024-07-01 13:00:00,MATIC/EUR,0.52348,0.52348,0.51894,0.51894,1078.12008378,559.4796362767931
1719835200,2024-07-01 12:00:00,MATIC/EUR,0.52219,0.52219,0.52219,0.52219,20.75907394,10.840180820728602
1719831600,2024-07-01 11:00:00,MATIC/EUR,0.52686,0.52996,0.52329,0.52366,671.00618464,351.37909864858244
1719828000,2024-07-01 10:00:00,MATIC/EUR,0.52639,0.52639,0.52639,0.52639,33.85436302,17.8205981500978
1719824400,2024-07-01 09:00:00,MATIC/EUR,0.52747,0.52747,0.52698,0.52699,2478.24024673,1306.0078276242425
1719820800,2024-07-01 08:00:00,MATIC/EUR,0.52607,0.52607,0.52189,0.52189,2023.76656300,1056.1835315640699
1719817200,2024-07-01 07:00:00,MATIC/EUR,0.52275,0.52687,0.52218,0.52687,7317.79057901,3855.5243223629986
1719813600,2024-07-01 06:00:00,MATIC/EUR,0.52426,0.52426,0.52285,0.52285,1788.33887313,935.0329798160205
1719810000,2024-07-01 05:00:00,MATIC/EUR,0.52605,0.52605,0.52605,0.52605,94.10702404,49.504999996242
1719806400,2024-07-01 04:00:00,MATIC/EUR,0.52603,0.52611,0.52594,0.52611,3872.52061696,2037.3718217888256
1719802800,2024-07-01 03:00:00,MATIC/EUR,0.52499,0.52499,0.52499,0.52499,0.00000000,0.0
1719799200,2024-07-01 02:00:00,MATIC/EUR,0.52499,0.52499,0.52499,0.52499,409.96279703,215.22636881277967
1719795600,2024-07-01 01:00:00,MATIC/EUR,0.52632,0.52732,0.52632,0.52703,1012.46548736,533.5996858033408
1719792000,2024-07-01 00:00:00,MATIC/EUR,0.52088,0.52088,0.52088,0.52088,0.00000000,0.0
1719788400,2024-06-30 23:00:00,MATIC/EUR,0.52234,0.52234,0.52088,0.52088,7872.91710589,4100.845062115984
1719784800,2024-06-30 22:00:00,MATIC/EUR,0.51774,0.52409,0.51774,0.52409,57487.53633801,30128.642919387657
1719781200,2024-06-30 21:00:00,MATIC/EUR,0.51528,0.51564,0.51528,0.51564,44.04353389,22.710607815039598
1719777600,2024-06-30 20:00:00,MATIC/EUR,0.51670,0.51790,0.51670,0.51721,1160.69740602,600.3243053676041
1719774000,2024-06-30 19:00:00,MATIC/EUR,0.51509,0.51605,0.51509,0.51593,389.23341802,200.81719735905858
1719770400,2024-06-30 18:00:00,MATIC/EUR,0.51537,0.51537,0.51495,0.51495,342.28420000,176.25924879000002
1719766800,2024-06-30 17:00:00,MATIC/EUR,0.51276,0.51277,0.51263,0.51277,4858.09199802,2491.083833824715
1719763200,2024-06-30 16:00:00,MATIC/EUR,0.51231,0.51231,0.51141,0.51141,3862.49130648,1975.3166790469368
1719759600,2024-06-30 15:00:00,MATIC/EUR,0.51037,0.51142,0.51037,0.51142,470.74485029,240.74833133531178
1719756000,2024-06-30 14:00:00,MATIC/EUR,0.51274,0.51274,0.51001,0.51015,7834.49089590,3996.765530543385
1719752400,2024-06-30 13:00:00,MATIC/EUR,0.51147,0.51147,0.51147,0.51147,674.52636518,344.99999999861456
1719748800,2024-06-30 12:00:00,MATIC/EUR,0.51236,0.51236,0.51236,0.51236,0.00000000,0.0
1719745200,2024-06-30 11:00:00,MATIC/EUR,0.51773,0.51773,0.51236,0.51236,483.84037428,247.90045416610081
1719741600,2024-06-30 10:00:00,MATIC/EUR,0.51521,0.51625,0.51388,0.51389,2465.43954659,1266.964728597135
1719738000,2024-06-30 09:00:00,MATIC/EUR,0.51623,0.51623,0.51622,0.51622,2919.45839669,1507.082813539312
1719734400,2024-06-30 08:00:00,MATIC/EUR,0.51711,0.51763,0.51711,0.51763,1976.57775106,1023.1359412811879
1719730800,2024-06-30 07:00:00,MATIC/EUR,0.51999,0.51999,0.51893,0.51913,597.91624103,310.3962582059039
1719727200,2024-06-30 06:00:00,MATIC/EUR,0.51047,0.51242,0.51047,0.51242,537.62228684,275.4884122225528
1719723600,2024-06-30 05:00:00,MATIC/EUR,0.51028,0.51028,0.51028,0.51028,19.53846907,9.970089997039599
1719720000,2024-06-30 04:00:00,MATIC/EUR,0.51030,0.51138,0.51030,0.51138,1589.22100741,812.6958387693257
1719716400,2024-06-30 03:00:00,MATIC/EUR,0.50975,0.50975,0.50975,0.50975,0.00000000,0.0
1719712800,2024-06-30 02:00:00,MATIC/EUR,0.50962,0.50975,0.50962,0.50975,23669.58130368,12065.56906955088
1719709200,2024-06-30 01:00:00,MATIC/EUR,0.50900,0.51054,0.50900,0.51054,680.28512446,347.31276744180843
1719705600,2024-06-30 00:00:00,MATIC/EUR,0.51307,0.51307,0.51307,0.51307,970.64332352,498.0079699984064
1719702000,2024-06-29 23:00:00,MATIC/EUR,0.51178,0.51190,0.51092,0.51092,4446.75523345,2271.936183874274
1719698400,2024-06-29 22:00:00,MATIC/EUR,0.51114,0.51114,0.51056,0.51056,120.30564409,61.4232496465904
1719694800,2024-06-29 21:00:00,MATIC/EUR,0.51364,0.51364,0.51364,0.51364,57.71254744,29.6434728670816
1719691200,2024-06-29 20:00:00,MATIC/EUR,0.51618,0.51618,0.51584,0.51584,84.53413812,43.606089807820794
1719687600,2024-06-29 19:00:00,MATIC/EUR,0.51474,0.51474,0.51324,0.51324,1883.57195352,966.7244694246049
1719684000,2024-06-29 18:00:00,MATIC/EUR,0.51564,0.51564,0.51521,0.51521,49.92359962,25.721137760220195
1719680400,2024-06-29 17:00:00,MATIC/EUR,0.51514,0.51514,0.51514,0.51514,94.76233149,48.8158674437586
1719676800,2024-06-29 16:00:00,MATIC/EUR,0.51506,0.51506,0.51506,0.51506,814.73495515,419.637385999559
1719673200,2024-06-29 15:00:00,MATIC/EUR,0.51454,0.51606,0.51454,0.51606,834.04208463,430.4157581941578
1719669600,2024-06-29 14:00:00,MATIC/EUR,0.51617,0.51617,0.51500,0.51500,86.78911384,44.6963936276
1719666000,2024-06-29 13:00:00,MATIC/EUR,0.51852,0.51860,0.51800,0.51800,1252.17726324,648.62782235832
1719662400,2024-06-29 12:00:00,MATIC/EUR,0.52030,0.52040,0.52030,0.52040,275.17947173,143.20339708829198
1719658800,2024-06-29 11:00:00,MATIC/EUR,0.52163,0.52165,0.52133,0.52133,411.00007979,214.26667159692067
1719655200,2024-06-29 10:00:00,MATIC/EUR,0.52154,0.52233,0.52154,0.52233,4088.61033829,2135.6038379990155
1719651600,2024-06-29 09:00:00,MATIC/EUR,0.52011,0.52044,0.51999,0.52044,4794.00235786,2494.9905871246588
1719648000,2024-06-29 08:00:00,MATIC/EUR,0.52070,0.52070,0.52070,0.52070,805.91009410,419.63738599787007
1719644400,2024-06-29 07:00:00,MATIC/EUR,0.52138,0.52346,0.52138,0.52346,30228.75871700,15823.54603800082
1719640800,2024-06-29 06:00:00,MATIC/EUR,0.52063,0.52095,0.52063,0.52095,1381.06168151,719.4640829826345
1719637200,2024-06-29 05:00:00,MATIC/EUR,0.52077,0.52077,0.52077,0.52077,402.55745531,209.6398460017887
1719633600,2024-06-29 04:00:00,MATIC/EUR,0.52523,0.52523,0.52523,0.52523,18.98233154,9.9700899947542
1719630000,2024-06-29 03:00:00,MATIC/EUR,0.51700,0.51700,0.51700,0.51700,0.00000000,0.0
1719626400,2024-06-29 02:00:00,MATIC/EUR,0.51700,0.51700,0.51700,0.51700,0.00000000,0.0
1719622800,2024-06-29 01:00:00,MATIC/EUR,0.51700,0.51700,0.51700,0.51700,0.00000000,0.0
1719619200,2024-06-29 00:00:00,MATIC/EUR,0.51700,0.51700,0.51700,0.51700,967.11798839,499.99999999763
1719615600,2024-06-28 23:00:00,MATIC/EUR,0.51698,0.51698,0.51698,0.51698,0.00000000,0.0
1719612000,2024-06-28 22:00:00,MATIC/EUR,0.51698,0.51698,0.51698,0.51698,44.74436181,23.1319401685338
1719608400,2024-06-28 21:00:00,MATIC/EUR,0.51859,0.51859,0.51859,0.51859,34.36587670,17.821799997853
1719604800,2024-06-28 20:00:00,MATIC/EUR,0.52342,0.52342,0.52175,0.52175,1071.23067325,558.9146037681876
1719601200,2024-06-28 19:00:00,MATIC/EUR,0.52105,0.52248,0.52105,0.52248,222.62415804,116.31667009273922
1719597600,2024-06-28 18:00:00,MATIC/EUR,0.52054,0.52294,0.52054,0.52294,8692.55050280,4545.682359934232
1719594000,2024-06-28 17:00:00,MATIC/EUR,0.52477,0.52578,0.52000,0.52000,2822.37375557,1467.6343528964
1719590400,2024-06-28 16:00:00,MATIC/EUR,0.52777,0.52777,0.52293,0.52293,2993.19712767,1565.2325739724731
1719586800,2024-06-28 15:00:00,MATIC/EUR,0.52672,0.53031,0.52672,0.52977,1102.62662299,584.1385060614123
1719583200,2024-06-28 14:00:00,MATIC/EUR,0.53260,0.53260,0.53119,0.53119,264.34301296,140.4163650542224
1719579600,2024-06-28 13:00:00,MATIC/EUR,0.52581,0.53106,0.52516,0.53106,10475.16065566,5562.938817794799
1719576000,2024-06-28 12:00:00,MATIC/EUR,0.52951,0.53114,0.52699,0.52699,1973.81311506,1040.1797735054693
1719572400,2024-06-28 11:00:00,MATIC/EUR,0.53071,0.53072,0.52983,0.52983,30874.84859556,16358.421031385556
1719568800,2024-06-28 10:00:00,MATIC/EUR,0.52877,0.52877,0.52877,0.52877,0.00000000,0.0
1719565200,2024-06-28 09:00:00,MATIC/EUR,0.52948,0.52948,0.52877,0.52877,1336.75569354,706.8363080731458
1719561600,2024-06-28 08:00:00,MATIC/EUR,0.52699,0.52699,0.52699,0.52699,37.80018596,19.9203199990604
1719558000,2024-06-28 07:00:00,MATIC/EUR,0.52659,0.52753,0.52659,0.52753,435.48747060,229.73270536561802
1719554400,2024-06-28 06:00:00,MATIC/EUR,0.52647,0.52726,0.52567,0.52567,496.87593922,261.1927749697774
1719550800,2024-06-28 05:00:00,MATIC/EUR,0.52927,0.52927,0.52927,0.52927,0.00000000,0.0
1719547200,2024-06-28 04:00:00,MATIC/EUR,0.52927,0.52927,0.52927,0.52927,0.00000000,0.0
1719543600,2024-06-28 03:00:00,MATIC/EUR,0.52965,0.52965,0.52927,0.52927,314.81923470,166.624376349669
1719540000,2024-06-28 02:00:00,MATIC/EUR,0.53050,0.53050,0.52787,0.52787,314.80228370,166.17468149671896
1719536400,2024-06-28 01:00:00,MATIC/EUR,0.53164,0.53164,0.53164,0.53164,22.96390000,12.208527796
1719532800,2024-06-28 00:00:00,MATIC/EUR,0.52949,0.52949,0.52879,0.52879,630.32363272,333.30883374600876
1719529200,2024-06-27 23:00:00,MATIC/EUR,0.52947,0.52947,0.52947,0.52947,157.55526848,83.4207880021056
1719525600,2024-06-27 22:00:00,MATIC/EUR,0.53201,0.53201,0.53201,0.53201,0.00000000,0.0
1719522000,2024-06-27 21:00:00,MATIC/EUR,0.53201,0.53201,0.53201,0.53201,0.00000000,0.0
1719518400,2024-06-27 20:00:00,MATIC/EUR,0.53201,0.53201,0.53201,0.53201,0.00000000,0.0
1719514800,2024-06-27 19:00:00,MATIC/EUR,0.53034,0.53201,0.53034,0.53201,1153.35180000,613.5946911179999
1719511200,2024-06-27 18:00:00,MATIC/EUR,0.53219,0.53279,0.53139,0.53139,2678.82641005,1423.5015660364695
1719507600,2024-06-27 17:00:00,MATIC/EUR,0.53043,0.53043,0.53043,0.53043,38.66153756,20.5072393679508
1719504000,2024-06-27 16:00:00,MATIC/EUR,0.52693,0.52769,0.52666,0.52666,489.10882445,257.594053484837
1719500400,2024-06-27 15:00:00,MATIC/EUR,0.52582,0.52829,0.52582,0.52753,473.80129130,249.94439519948904
1719496800,2024-06-27 14:00:00,MATIC/EUR,0.52937,0.52937,0.52839,0.52839,432.40751745,228.4798081454055
1719493200,2024-06-27 13:00:00,MATIC/EUR,0.52124,0.52442,0.52124,0.52442,1733.65081382,909.1611597834843
1719489600,2024-06-27 12:00:00,MATIC/EUR,0.51764,0.51942,0.51764,0.51936,5785.16171515,3004.5815883803043
1719486000,2024-06-27 11:00:00,MATIC/EUR,0.51425,0.51425,0.51397,0.51419,317.56771561,163.2901436895059
1719482400,2024-06-27 10:00:00,MATIC/EUR,0.51446,0.51446,0.51446,0.51446,0.00000000,0.0
1719478800,2024-06-27 09:00:00,MATIC/EUR,0.51352,0.51446,0.51352,0.51446,238.91982551,122.91469343187461
1719475200,2024-06-27 08:00:00,MATIC/EUR,0.51127,0.51127,0.51099,0.51114,4684.23138497,2394.2980301135663
1719471600,2024-06-27 07:00:00,MATIC/EUR,0.50935,0.50935,0.50935,0.50935,0.00000000,0.0
1719468000,2024-06-27 06:00:00,MATIC/EUR,0.50874,0.50935,0.50874,0.50935,1295.89523566,660.064238283421
1719464400,2024-06-27 05:00:00,MATIC/EUR,0.50999,0.50999,0.50839,0.50839,3994.26847638,2030.6461507068282
1719460800,2024-06-27 04:00:00,MATIC/EUR,0.51415,0.51415,0.51415,0.51415,0.00000000,0.0
1719457200,2024-06-27 03:00:00,MATIC/EUR,0.51415,0.51415,0.51415,0.51415,0.00000000,0.0
1719453600,2024-06-27 02:00:00,MATIC/EUR,0.51200,0.51415,0.51200,0.51415,1008.63264489,518.5884743701935
1719450000,2024-06-27 01:00:00,MATIC/EUR,0.51458,0.51458,0.51454,0.51454,988.00237027,508.3667395987258
1719446400,2024-06-27 00:00:00,MATIC/EUR,0.51600,0.51600,0.51600,0.51600,0.00000000,0.0
1719442800,2024-06-26 23:00:00,MATIC/EUR,0.51600,0.51600,0.51600,0.51600,100.00000000,51.6
1719439200,2024-06-26 22:00:00,MATIC/EUR,0.52000,0.52000,0.52000,0.52000,150.00000000,78.0
1719435600,2024-06-26 21:00:00,MATIC/EUR,0.52114,0.52114,0.52114,0.52114,575.66105077,299.9999999982778
1719432000,2024-06-26 20:00:00,MATIC/EUR,0.52129,0.52129,0.52129,0.52129,191.06752479,99.6015899977791
1719428400,2024-06-26 19:00:00,MATIC/EUR,0.52020,0.52123,0.52020,0.52123,210.79083140,109.870505050622
1719424800,2024-06-26 18:00:00,MATIC/EUR,0.51643,0.51643,0.51567,0.51567,6104.83860620,3148.0821240591536
1719421200,2024-06-26 17:00:00,MATIC/EUR,0.51389,0.51423,0.51267,0.51363,683.54067576,351.0869972906088
1719417600,2024-06-26 16:00:00,MATIC/EUR,0.51719,0.51720,0.51719,0.51720,957.18952614,495.058422919608
1719414000,2024-06-26 15:00:00,MATIC/EUR,0.51828,0.51828,0.51828,0.51828,152.69702396,79.13981357798879
1719410400,2024-06-26 14:00:00,MATIC/EUR,0.52284,0.52300,0.52000,0.52037,6027.90042924,3136.738546363619
1719406800,2024-06-26 13:00:00,MATIC/EUR,0.51767,0.52230,0.51767,0.52230,1082.74105638,565.515653747274
1719403200,2024-06-26 12:00:00,MATIC/EUR,0.51900,0.51900,0.51861,0.51861,146.10089652,75.7693859442372
1719399600,2024-06-26 11:00:00,MATIC/EUR,0.51806,0.51983,0.51806,0.51921,661.83083083,343.62918567524423
1719396000,2024-06-26 10:00:00,MATIC/EUR,0.51972,0.51972,0.51770,0.51770,847.45083138,438.72529540542604
1719392400,2024-06-26 09:00:00,MATIC/EUR,0.52115,0.52115,0.52105,0.52105,413.86870560,215.64628905288
1719388800,2024-06-26 08:00:00,MATIC/EUR,0.52100,0.52100,0.52100,0.52100,800.00000000,416.8
1719385200,2024-06-26 07:00:00,MATIC/EUR,0.52253,0.52388,0.52253,0.52348,557.74739872,291.96960828194557
1719381600,2024-06-26 06:00:00,MATIC/EUR,0.52229,0.52385,0.52229,0.52385,616.81771994,323.119962590569
1719378000,2024-06-26 05:00:00,MATIC/EUR,0.52483,0.52589,0.52230,0.52289,1924.49813673,1006.3008307147496
1719374400,2024-06-26 04:00:00,MATIC/EUR,0.52744,0.52744,0.52744,0.52744,297.89636167,157.1224569992248
1719370800,2024-06-26 03:00:00,MATIC/EUR,0.52803,0.52803,0.52803,0.52803,37.87663579,19.9999999961937
1719367200,2024-06-26 02:00:00,MATIC/EUR,0.53000,0.53000,0.53000,0.53000,0.00000000,0.0
1719363600,2024-06-26 01:00:00,MATIC/EUR,0.53000,0.53000,0.53000,0.53000,0.00000000,0.0
1719360000,2024-06-26 00:00:00,MATIC/EUR,0.53000,0.53000,0.53000,0.53000,0.00000000,0.0
1719356400,2024-06-25 23:00:00,MATIC/EUR,0.53000,0.53000,0.53000,0.53000,4358.49056604,2310.0000000012
1719352800,2024-06-25 22:00:00,MATIC/EUR,0.53379,0.53379,0.53151,0.53151,1266.30432461,673.0534115734612
1719349200,2024-06-25 21:00:00,MATIC/EUR,0.53528,0.53528,0.53528,0.53528,0.00000000,0.0
1719345600,2024-06-25 20:00:00,MATIC/EUR,0.53528,0.53528,0.53528,0.53528,157.43876663,84.2738230017064
1719342000,2024-06-25 19:00:00,MATIC/EUR,0.53620,0.53659,0.53469,0.53469,372.09051425,198.95307706433252
1719338400,2024-06-25 18:00:00,MATIC/EUR,0.53259,0.53757,0.53259,0.53757,2598.19507551,1396.7117267419108
1719334800,2024-06-25 17:00:00,MATIC/EUR,0.53351,0.53506,0.53351,0.53506,1580.94363105,845.899699229613
1719331200,2024-06-25 16:00:00,MATIC/EUR,0.53607,0.53607,0.53481,0.53481,2089.18709277,1117.3181490843237
1719327600,2024-06-25 15:00:00,MATIC/EUR,0.53375,0.53702,0.53375,0.53611,1082.51699045,580.3481837501495
1719324000,2024-06-25 14:00:00,MATIC/EUR,0.53075,0.53547,0.53075,0.53360,3400.38101650,1814.4433104043999
1719320400,2024-06-25 13:00:00,MATIC/EUR,0.52981,0.53106,0.52978,0.53106,645.16219200,342.61983368351997
1719316800,2024-06-25 12:00:00,MATIC/EUR,0.53232,0.53232,0.53046,0.53046,1144.50578599,607.1145392362555
1719313200,2024-06-25 11:00:00,MATIC/EUR,0.53681,0.53777,0.53175,0.53175,4084.28924830,2171.8208077835247
1719309600,2024-06-25 10:00:00,MATIC/EUR,0.53604,0.53604,0.53501,0.53604,2977.32740426,1595.9665817795303
1719306000,2024-06-25 09:00:00,MATIC/EUR,0.53197,0.53626,0.53197,0.53608,3906.73442061,2094.3221882006087
1719302400,2024-06-25 08:00:00,MATIC/EUR,0.53102,0.53290,0.53049,0.53072,752.21360330,399.214803543376
1719298800,2024-06-25 07:00:00,MATIC/EUR,0.52928,0.52988,0.52759,0.52988,28316.08806200,15004.12874229256
1719295200,2024-06-25 06:00:00,MATIC/EUR,0.52897,0.52897,0.52726,0.52764,952.39428169,502.52131879091155
1719291600,2024-06-25 05:00:00,MATIC/EUR,0.53033,0.53033,0.53033,0.53033,0.00000000,0.0
1719288000,2024-06-25 04:00:00,MATIC/EUR,0.52900,0.53033,0.52900,0.53033,1880.67966921,997.3808489721392
1719284400,2024-06-25 03:00:00,MATIC/EUR,0.52674,0.53051,0.52674,0.52926,978.19028454,517.7169899956403
1719280800,2024-06-25 02:00:00,MATIC/EUR,0.52506,0.52506,0.52363,0.52363,440.97454309,230.9074999982167
1719277200,2024-06-25 01:00:00,MATIC/EUR,0.52246,0.52246,0.52246,0.52246,638.43541420,333.556966502932
1719273600,2024-06-25 00:00:00,MATIC/EUR,0.52327,0.52327,0.52327,0.52327,0.00000000,0.0
1719270000,2024-06-24 23:00:00,MATIC/EUR,0.52091,0.52327,0.52091,0.52327,1252.23485639,655.2569333031953
1719266400,2024-06-24 22:00:00,MATIC/EUR,0.52124,0.52212,0.52101,0.52101,1504.22948237,783.7186026095936
1719262800,2024-06-24 21:00:00,MATIC/EUR,0.51480,0.51992,0.51385,0.51949,3104.12291693,1612.5608141159657
1719259200,2024-06-24 20:00:00,MATIC/EUR,0.51172,0.51195,0.51172,0.51195,2993.46600000,1532.5049187
1719255600,2024-06-24 19:00:00,MATIC/EUR,0.51400,0.51473,0.51186,0.51186,3049.16452602,1560.7453542885971
1719252000,2024-06-24 18:00:00,MATIC/EUR,0.51100,0.51531,0.51100,0.51531,1029.23725840,530.376251626104
1719248400,2024-06-24 17:00:00,MATIC/EUR,0.51356,0.51474,0.51356,0.51390,679.90831680,349.40488400352
1719244800,2024-06-24 16:00:00,MATIC/EUR,0.51253,0.51317,0.51253,0.51317,1213.00000000,622.4752100000001
1719241200,2024-06-24 15:00:00,MATIC/EUR,0.51598,0.51598,0.50959,0.50959,7601.23377943,3873.512721659734
1719237600,2024-06-24 14:00:00,MATIC/EUR,0.52115,0.52115,0.52101,0.52101,67.11466510,34.967411663750994
1719234000,2024-06-24 13:00:00,MATIC/EUR,0.51599,0.51805,0.51593,0.51691,5225.72852928,2701.2313340701244
1719230400,2024-06-24 12:00:00,MATIC/EUR,0.51440,0.51803,0.51440,0.51694,1375.40028150,710.9994215186099
1719226800,2024-06-24 11:00:00,MATIC/EUR,0.51714,0.51755,0.51254,0.51388,14160.68594259,7276.89329217815
1719223200,2024-06-24 10:00:00,MATIC/EUR,0.51532,0.51644,0.51200,0.51644,2345.66132977,1211.3933371464188
1719219600,2024-06-24 09:00:00,MATIC/EUR,0.51441,0.51441,0.49837,0.51255,14062.89292787,7207.935770179768
1719216000,2024-06-24 08:00:00,MATIC/EUR,0.51185,0.51713,0.51185,0.51713,6098.95586738,3153.9530476982195
1719212400,2024-06-24 07:00:00,MATIC/EUR,0.51560,0.51641,0.51414,0.51418,6492.97798008,3338.559417797534
1719208800,2024-06-24 06:00:00,MATIC/EUR,0.51491,0.51705,0.51491,0.51579,10004.01335947,5159.970050681031
1719205200,2024-06-24 05:00:00,MATIC/EUR,0.51812,0.51812,0.51424,0.51488,982.77778140,506.012624087232
1719201600,2024-06-24 04:00:00,MATIC/EUR,0.52373,0.52373,0.52138,0.52138,38.14015450,19.88551375321
1719198000,2024-06-24 03:00:00,MATIC/EUR,0.52634,0.52634,0.52634,0.52634,0.00000000,0.0
1719194400,2024-06-24 02:00:00,MATIC/EUR,0.52634,0.52634,0.52634,0.52634,0.00000000,0.0
1719190800,2024-06-24 01:00:00,MATIC/EUR,0.52634,0.52634,0.52634,0.52634,0.00000000,0.0
1719187200,2024-06-24 00:00:00,MATIC/EUR,0.52634,0.52634,0.52634,0.52634,0.00000000,0.0
1719183600,2024-06-23 23:00:00,MATIC/EUR,0.52634,0.52634,0.52634,0.52634,0.00000000,0.0
1719180000,2024-06-23 22:00:00,MATIC/EUR,0.52634,0.52634,0.52634,0.52634,0.00000000,0.0
1719176400,2024-06-23 21:00:00,MATIC/EUR,0.52648,0.52658,0.52627,0.52634,4318.00167729,2272.737002824819
1719172800,2024-06-23 20:00:00,MATIC/EUR,0.53050,0.53050,0.52000,0.52657,338.86028023,178.4336577607111
1719169200,2024-06-23 19:00:00,MATIC/EUR,0.53000,0.53000,0.52952,0.52952,281.15654173,148.8780119768696
1719165600,2024-06-23 18:00:00,MATIC/EUR,0.53106,0.53106,0.53106,0.53106,18.64384438,9.9009999964428
1719162000,2024-06-23 17:00:00,MATIC/EUR,0.52800,0.52800,0.52800,0.52800,0.00000000,0.0
1719158400,2024-06-23 16:00:00,MATIC/EUR,0.53200,0.53313,0.52800,0.52800,97.28530809,51.366642671520005
1719154800,2024-06-23 15:00:00,MATIC/EUR,0.53810,0.53810,0.53631,0.53633,1162.00624406,623.2188088766998
1719151200,2024-06-23 14:00:00,MATIC/EUR,0.54018,0.54018,0.54018,0.54018,0.00000000,0.0
