unix,date,symbol,open,high,low,close,Volume ALGO,Volume BTC
1716876000,2024-05-28 06:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716872400,2024-05-28 05:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716868800,2024-05-28 04:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716865200,2024-05-28 03:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716861600,2024-05-28 02:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716858000,2024-05-28 01:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716854400,2024-05-28 00:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716850800,2024-05-27 23:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716847200,2024-05-27 22:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716843600,2024-05-27 21:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716840000,2024-05-27 20:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716836400,2024-05-27 19:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716832800,2024-05-27 18:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716829200,2024-05-27 17:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,0.00000000,0.0
1716825600,2024-05-27 16:00:00,ALGO/BTC,0.00000285,0.00000285,0.00000285,0.00000285,214.03508771,0.0006099999999735
1716822000,2024-05-27 15:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716818400,2024-05-27 14:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716814800,2024-05-27 13:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716811200,2024-05-27 12:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716807600,2024-05-27 11:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716804000,2024-05-27 10:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716800400,2024-05-27 09:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716796800,2024-05-27 08:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716793200,2024-05-27 07:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716789600,2024-05-27 06:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716786000,2024-05-27 05:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716782400,2024-05-27 04:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716778800,2024-05-27 03:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716775200,2024-05-27 02:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716771600,2024-05-27 01:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716768000,2024-05-27 00:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716764400,2024-05-26 23:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716760800,2024-05-26 22:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716757200,2024-05-26 21:00:00,ALGO/BTC,0.00000250,0.00000250,0.00000250,0.00000250,0.00000000,0.0
1716753600,2024-05-26 20:00:00,ALGO/BTC,0.00000256,0.00000256,0.00000250,0.00000250,2233.76987302,0.00558442468255
1716750000,2024-05-26 19:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716746400,2024-05-26 18:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716742800,2024-05-26 17:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716739200,2024-05-26 16:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716735600,2024-05-26 15:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716732000,2024-05-26 14:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716728400,2024-05-26 13:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716724800,2024-05-26 12:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716721200,2024-05-26 11:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716717600,2024-05-26 10:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716714000,2024-05-26 09:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716710400,2024-05-26 08:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716706800,2024-05-26 07:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716703200,2024-05-26 06:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716699600,2024-05-26 05:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716696000,2024-05-26 04:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716692400,2024-05-26 03:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716688800,2024-05-26 02:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716685200,2024-05-26 01:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716681600,2024-05-26 00:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716678000,2024-05-25 23:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716674400,2024-05-25 22:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716670800,2024-05-25 21:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716667200,2024-05-25 20:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716663600,2024-05-25 19:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716660000,2024-05-25 18:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716656400,2024-05-25 17:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716652800,2024-05-25 16:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716649200,2024-05-25 15:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716645600,2024-05-25 14:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716642000,2024-05-25 13:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716638400,2024-05-25 12:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716634800,2024-05-25 11:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716631200,2024-05-25 10:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716627600,2024-05-25 09:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716624000,2024-05-25 08:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716620400,2024-05-25 07:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716616800,2024-05-25 06:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716613200,2024-05-25 05:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716609600,2024-05-25 04:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,398.49826989,0.0011516599999821
1716606000,2024-05-25 03:00:00,ALGO/BTC,0.00000256,0.00000256,0.00000256,0.00000256,0.00000000,0.0
1716602400,2024-05-25 02:00:00,ALGO/BTC,0.00000256,0.00000256,0.00000256,0.00000256,0.00000000,0.0
1716598800,2024-05-25 01:00:00,ALGO/BTC,0.00000256,0.00000256,0.00000256,0.00000256,0.00000000,0.0
1716595200,2024-05-25 00:00:00,ALGO/BTC,0.00000256,0.00000256,0.00000256,0.00000256,0.00000000,0.0
1716591600,2024-05-24 23:00:00,ALGO/BTC,0.00000256,0.00000256,0.00000256,0.00000256,213.42694995,0.0005463729918719999
1716588000,2024-05-24 22:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716584400,2024-05-24 21:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716580800,2024-05-24 20:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716577200,2024-05-24 19:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716573600,2024-05-24 18:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716570000,2024-05-24 17:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716566400,2024-05-24 16:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,0.00000000,0.0
1716562800,2024-05-24 15:00:00,ALGO/BTC,0.00000289,0.00000289,0.00000289,0.00000289,202.35294117,0.0005847999999813
1716559200,2024-05-24 14:00:00,ALGO/BTC,0.00000256,0.00000256,0.00000256,0.00000256,251.45594786,0.0006437272265216001
1716555600,2024-05-24 13:00:00,ALGO/BTC,0.00000290,0.00000290,0.00000290,0.00000290,0.00000000,0.0
1716552000,2024-05-24 12:00:00,ALGO/BTC,0.00000284,0.00000290,0.00000284,0.00000290,1012.40883889,0.0029359856327810002
1716548400,2024-05-24 11:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716544800,2024-05-24 10:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716541200,2024-05-24 09:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716537600,2024-05-24 08:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716534000,2024-05-24 07:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716530400,2024-05-24 06:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716526800,2024-05-24 05:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716523200,2024-05-24 04:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716519600,2024-05-24 03:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716516000,2024-05-24 02:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716512400,2024-05-24 01:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716508800,2024-05-24 00:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716505200,2024-05-23 23:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716501600,2024-05-23 22:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716498000,2024-05-23 21:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716494400,2024-05-23 20:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716490800,2024-05-23 19:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716487200,2024-05-23 18:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716483600,2024-05-23 17:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716480000,2024-05-23 16:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716476400,2024-05-23 15:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716472800,2024-05-23 14:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,966.23012699,0.0025218606314439
1716469200,2024-05-23 13:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,0.00000000,0.0
1716465600,2024-05-23 12:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,0.00000000,0.0
1716462000,2024-05-23 11:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,0.00000000,0.0
1716458400,2024-05-23 10:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,0.00000000,0.0
1716454800,2024-05-23 09:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,0.00000000,0.0
1716451200,2024-05-23 08:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,25000.00000000,0.071
1716447600,2024-05-23 07:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,25000.00000000,0.071
1716444000,2024-05-23 06:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,0.00000000,0.0
1716440400,2024-05-23 05:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,0.00000000,0.0
1716436800,2024-05-23 04:00:00,ALGO/BTC,0.00000284,0.00000284,0.00000284,0.00000284,118.88028169,0.0003376199999996
1716433200,2024-05-23 03:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716429600,2024-05-23 02:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716426000,2024-05-23 01:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716422400,2024-05-23 00:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716418800,2024-05-22 23:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716415200,2024-05-22 22:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716411600,2024-05-22 21:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716408000,2024-05-22 20:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716404400,2024-05-22 19:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716400800,2024-05-22 18:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716397200,2024-05-22 17:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,0.00000000,0.0
1716393600,2024-05-22 16:00:00,ALGO/BTC,0.00000261,0.00000261,0.00000261,0.00000261,2233.76987301,0.0058301393685561
1716390000,2024-05-22 15:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716386400,2024-05-22 14:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716382800,2024-05-22 13:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716379200,2024-05-22 12:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716375600,2024-05-22 11:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716372000,2024-05-22 10:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716368400,2024-05-22 09:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716364800,2024-05-22 08:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716361200,2024-05-22 07:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716357600,2024-05-22 06:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716354000,2024-05-22 05:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716350400,2024-05-22 04:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716346800,2024-05-22 03:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716343200,2024-05-22 02:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716339600,2024-05-22 01:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716336000,2024-05-22 00:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716332400,2024-05-21 23:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716328800,2024-05-21 22:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716325200,2024-05-21 21:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716321600,2024-05-21 20:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716318000,2024-05-21 19:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716314400,2024-05-21 18:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716310800,2024-05-21 17:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716307200,2024-05-21 16:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716303600,2024-05-21 15:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716300000,2024-05-21 14:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716296400,2024-05-21 13:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716292800,2024-05-21 12:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716289200,2024-05-21 11:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716285600,2024-05-21 10:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,100.96736693,0.0002544377646636
1716282000,2024-05-21 09:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,0.00000000,0.0
1716278400,2024-05-21 08:00:00,ALGO/BTC,0.00000252,0.00000252,0.00000252,0.00000252,874.64082420,0.002204094876984
1716274800,2024-05-21 07:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716271200,2024-05-21 06:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716267600,2024-05-21 05:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716264000,2024-05-21 04:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716260400,2024-05-21 03:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716256800,2024-05-21 02:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716253200,2024-05-21 01:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716249600,2024-05-21 00:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716246000,2024-05-20 23:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716242400,2024-05-20 22:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716238800,2024-05-20 21:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716235200,2024-05-20 20:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716231600,2024-05-20 19:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716228000,2024-05-20 18:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716224400,2024-05-20 17:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716220800,2024-05-20 16:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716217200,2024-05-20 15:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716213600,2024-05-20 14:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716210000,2024-05-20 13:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716206400,2024-05-20 12:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716202800,2024-05-20 11:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716199200,2024-05-20 10:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716195600,2024-05-20 09:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716192000,2024-05-20 08:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716188400,2024-05-20 07:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716184800,2024-05-20 06:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716181200,2024-05-20 05:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716177600,2024-05-20 04:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716174000,2024-05-20 03:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716170400,2024-05-20 02:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716166800,2024-05-20 01:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716163200,2024-05-20 00:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716159600,2024-05-19 23:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716156000,2024-05-19 22:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716152400,2024-05-19 21:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,360.62278137,0.0009159818646797999
1716148800,2024-05-19 20:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,159.28280538,0.0004045783256652
1716145200,2024-05-19 19:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716141600,2024-05-19 18:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716138000,2024-05-19 17:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716134400,2024-05-19 16:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716130800,2024-05-19 15:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
1716127200,2024-05-19 14:00:00,ALGO/BTC,0.00000254,0.00000254,0.00000254,0.00000254,0.00000000,0.0
