unix,date,symbol,open,high,low,close,Volume VEXT,Volume USD
1747706400,2025-05-20 02:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747702800,2025-05-20 01:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747699200,2025-05-20 00:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747695600,2025-05-19 23:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747692000,2025-05-19 22:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,3225.806,9.9999986
1747688400,2025-05-19 21:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747684800,2025-05-19 20:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747681200,2025-05-19 19:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747677600,2025-05-19 18:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747674000,2025-05-19 17:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747670400,2025-05-19 16:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747666800,2025-05-19 15:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747663200,2025-05-19 14:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747659600,2025-05-19 13:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747656000,2025-05-19 12:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747652400,2025-05-19 11:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747648800,2025-05-19 10:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
1747645200,2025-05-19 09:00:00,VEXT/USD,0.0031,0.0031,0.0031,0.0031,0.000,0.0
