unix,date,symbol,open,high,low,close,Volume VEXT,Volume USD
1735322400,2024-12-27 18:00:00,VEXT/USD,0.0135,0.0135,0.0135,0.0135,0.000,0.0
1735318800,2024-12-27 17:00:00,VEXT/USD,0.0135,0.0135,0.0135,0.0135,0.000,0.0
1735315200,2024-12-27 16:00:00,VEXT/USD,0.0135,0.0135,0.0135,0.0135,0.000,0.0
1735311600,2024-12-27 15:00:00,VEXT/USD,0.0135,0.0135,0.0135,0.0135,0.000,0.0
1735308000,2024-12-27 14:00:00,VEXT/USD,0.0135,0.0135,0.0135,0.0135,0.000,0.0
1735304400,2024-12-27 13:00:00,VEXT/USD,0.0135,0.0135,0.0135,0.0135,0.000,0.0
1735300800,2024-12-27 12:00:00,VEXT/USD,0.0134,0.0135,0.0134,0.0135,8360.909,112.8722715
1735297200,2024-12-27 11:00:00,VEXT/USD,0.0133,0.0133,0.0133,0.0133,0.000,0.0
1735293600,2024-12-27 10:00:00,VEXT/USD,0.0133,0.0133,0.0133,0.0133,0.000,0.0
1735290000,2024-12-27 09:00:00,VEXT/USD,0.0133,0.0133,0.0133,0.0133,11606.262,154.36328460000001
1735286400,2024-12-27 08:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735282800,2024-12-27 07:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735279200,2024-12-27 06:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735275600,2024-12-27 05:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735272000,2024-12-27 04:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735268400,2024-12-27 03:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735264800,2024-12-27 02:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735261200,2024-12-27 01:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735257600,2024-12-27 00:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735254000,2024-12-26 23:00:00,VEXT/USD,0.0129,0.0129,0.0129,0.0129,0.000,0.0
1735250400,2024-12-26 22:00:00,VEXT/USD,0.0130,0.0130,0.0129,0.0129,16039.490,206.909421
1735246800,2024-12-26 21:00:00,VEXT/USD,0.0134,0.0134,0.0134,0.0134,0.000,0.0
1735243200,2024-12-26 20:00:00,VEXT/USD,0.0134,0.0134,0.0134,0.0134,0.000,0.0
1735239600,2024-12-26 19:00:00,VEXT/USD,0.0134,0.0134,0.0134,0.0134,15104.400,202.39896
1735236000,2024-12-26 18:00:00,VEXT/USD,0.0141,0.0141,0.0130,0.0134,121590.975,1629.3190650000001
1735232400,2024-12-26 17:00:00,VEXT/USD,0.0144,0.0144,0.0137,0.0137,26778.089,366.8598193
1735228800,2024-12-26 16:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735225200,2024-12-26 15:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735221600,2024-12-26 14:00:00,VEXT/USD,0.0142,0.0145,0.0140,0.0145,14227.743,206.3022735
1735218000,2024-12-26 13:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735214400,2024-12-26 12:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735210800,2024-12-26 11:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735207200,2024-12-26 10:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735203600,2024-12-26 09:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,4439.950,64.379275
1735200000,2024-12-26 08:00:00,VEXT/USD,0.0147,0.0160,0.0138,0.0138,34444.731,475.3372878
1735196400,2024-12-26 07:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735192800,2024-12-26 06:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735189200,2024-12-26 05:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735185600,2024-12-26 04:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735182000,2024-12-26 03:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735178400,2024-12-26 02:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735174800,2024-12-26 01:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735171200,2024-12-26 00:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1735167600,2024-12-25 23:00:00,VEXT/USD,0.0148,0.0148,0.0145,0.0145,9355.210,135.650545
1735164000,2024-12-25 22:00:00,VEXT/USD,0.0151,0.0152,0.0151,0.0151,23686.525,357.66652750000003
1735160400,2024-12-25 21:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735156800,2024-12-25 20:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735153200,2024-12-25 19:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735149600,2024-12-25 18:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735146000,2024-12-25 17:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735142400,2024-12-25 16:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735138800,2024-12-25 15:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735135200,2024-12-25 14:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,72.813,1.1140389
1735131600,2024-12-25 13:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735128000,2024-12-25 12:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735124400,2024-12-25 11:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735120800,2024-12-25 10:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735117200,2024-12-25 09:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,22674.833,346.92494489999996
1735113600,2024-12-25 08:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735110000,2024-12-25 07:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735106400,2024-12-25 06:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735102800,2024-12-25 05:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735099200,2024-12-25 04:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735095600,2024-12-25 03:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735092000,2024-12-25 02:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735088400,2024-12-25 01:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735084800,2024-12-25 00:00:00,VEXT/USD,0.0153,0.0153,0.0153,0.0153,0.000,0.0
1735081200,2024-12-24 23:00:00,VEXT/USD,0.0152,0.0153,0.0152,0.0153,11824.613,180.9165789
1735077600,2024-12-24 22:00:00,VEXT/USD,0.0149,0.0149,0.0149,0.0149,0.000,0.0
1735074000,2024-12-24 21:00:00,VEXT/USD,0.0153,0.0153,0.0149,0.0149,46664.157,695.2959393
1735070400,2024-12-24 20:00:00,VEXT/USD,0.0155,0.0155,0.0152,0.0152,13742.319,208.8832488
1735066800,2024-12-24 19:00:00,VEXT/USD,0.0155,0.0155,0.0155,0.0155,0.000,0.0
1735063200,2024-12-24 18:00:00,VEXT/USD,0.0155,0.0155,0.0155,0.0155,12386.984,191.998252
1735059600,2024-12-24 17:00:00,VEXT/USD,0.0159,0.0159,0.0159,0.0159,0.000,0.0
1735056000,2024-12-24 16:00:00,VEXT/USD,0.0158,0.0159,0.0158,0.0159,3361.960,53.455164
1735052400,2024-12-24 15:00:00,VEXT/USD,0.0159,0.0159,0.0159,0.0159,0.000,0.0
1735048800,2024-12-24 14:00:00,VEXT/USD,0.0151,0.0159,0.0151,0.0159,22197.571,352.9413789
1735045200,2024-12-24 13:00:00,VEXT/USD,0.0148,0.0150,0.0148,0.0150,21447.583,321.71374499999996
1735041600,2024-12-24 12:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735038000,2024-12-24 11:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735034400,2024-12-24 10:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735030800,2024-12-24 09:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735027200,2024-12-24 08:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735023600,2024-12-24 07:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735020000,2024-12-24 06:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735016400,2024-12-24 05:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735012800,2024-12-24 04:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735009200,2024-12-24 03:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735005600,2024-12-24 02:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1735002000,2024-12-24 01:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1734998400,2024-12-24 00:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1734994800,2024-12-23 23:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1734991200,2024-12-23 22:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1734987600,2024-12-23 21:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,0.000,0.0
1734984000,2024-12-23 20:00:00,VEXT/USD,0.0148,0.0148,0.0148,0.0148,7818.687,115.7165676
1734980400,2024-12-23 19:00:00,VEXT/USD,0.0146,0.0147,0.0146,0.0147,6165.580,90.63402599999999
1734976800,2024-12-23 18:00:00,VEXT/USD,0.0147,0.0147,0.0147,0.0147,9.816,0.1442952
1734973200,2024-12-23 17:00:00,VEXT/USD,0.0147,0.0147,0.0147,0.0147,2848.750,41.876625
1734969600,2024-12-23 16:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734966000,2024-12-23 15:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734962400,2024-12-23 14:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734958800,2024-12-23 13:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734955200,2024-12-23 12:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734951600,2024-12-23 11:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734948000,2024-12-23 10:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734944400,2024-12-23 09:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,0.000,0.0
1734940800,2024-12-23 08:00:00,VEXT/USD,0.0139,0.0139,0.0139,0.0139,769.230,10.692297
1734937200,2024-12-23 07:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734933600,2024-12-23 06:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734930000,2024-12-23 05:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734926400,2024-12-23 04:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734922800,2024-12-23 03:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734919200,2024-12-23 02:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734915600,2024-12-23 01:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734912000,2024-12-23 00:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734908400,2024-12-22 23:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734904800,2024-12-22 22:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734901200,2024-12-22 21:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734897600,2024-12-22 20:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734894000,2024-12-22 19:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734890400,2024-12-22 18:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734886800,2024-12-22 17:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734883200,2024-12-22 16:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734879600,2024-12-22 15:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734876000,2024-12-22 14:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734872400,2024-12-22 13:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734868800,2024-12-22 12:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734865200,2024-12-22 11:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734861600,2024-12-22 10:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734858000,2024-12-22 09:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734854400,2024-12-22 08:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734850800,2024-12-22 07:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734847200,2024-12-22 06:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734843600,2024-12-22 05:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734840000,2024-12-22 04:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734836400,2024-12-22 03:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734832800,2024-12-22 02:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734829200,2024-12-22 01:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734825600,2024-12-22 00:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734822000,2024-12-21 23:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734818400,2024-12-21 22:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734814800,2024-12-21 21:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734811200,2024-12-21 20:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734807600,2024-12-21 19:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734804000,2024-12-21 18:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734800400,2024-12-21 17:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734796800,2024-12-21 16:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734793200,2024-12-21 15:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734789600,2024-12-21 14:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734786000,2024-12-21 13:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734782400,2024-12-21 12:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734778800,2024-12-21 11:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734775200,2024-12-21 10:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734771600,2024-12-21 09:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734768000,2024-12-21 08:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734764400,2024-12-21 07:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,241.449,3.5010105000000005
1734760800,2024-12-21 06:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734757200,2024-12-21 05:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734753600,2024-12-21 04:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734750000,2024-12-21 03:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734746400,2024-12-21 02:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734742800,2024-12-21 01:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734739200,2024-12-21 00:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,0.000,0.0
1734735600,2024-12-20 23:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,11139.069,161.5165005
1734732000,2024-12-20 22:00:00,VEXT/USD,0.0144,0.0144,0.0144,0.0144,0.000,0.0
1734728400,2024-12-20 21:00:00,VEXT/USD,0.0144,0.0144,0.0144,0.0144,730.061,10.5128784
1734724800,2024-12-20 20:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,2043.709,29.633780500000004
1734721200,2024-12-20 19:00:00,VEXT/USD,0.0145,0.0145,0.0145,0.0145,2064.767,29.9391215
1734717600,2024-12-20 18:00:00,VEXT/USD,0.0144,0.0144,0.0144,0.0144,6343.117,91.3408848
1734714000,2024-12-20 17:00:00,VEXT/USD,0.0144,0.0145,0.0144,0.0145,885.417,12.838546500000001
1734710400,2024-12-20 16:00:00,VEXT/USD,0.0144,0.0144,0.0144,0.0144,5669.985,81.64778399999999
1734706800,2024-12-20 15:00:00,VEXT/USD,0.0136,0.0136,0.0136,0.0136,0.000,0.0
1734703200,2024-12-20 14:00:00,VEXT/USD,0.0136,0.0136,0.0136,0.0136,0.000,0.0
1734699600,2024-12-20 13:00:00,VEXT/USD,0.0136,0.0136,0.0136,0.0136,24804.286,337.3382896
1734696000,2024-12-20 12:00:00,VEXT/USD,0.0150,0.0150,0.0129,0.0129,150648.828,1943.3698812
1734692400,2024-12-20 11:00:00,VEXT/USD,0.0150,0.0150,0.0150,0.0150,19752.158,296.28236999999996
1734688800,2024-12-20 10:00:00,VEXT/USD,0.0150,0.0150,0.0150,0.0150,36404.921,546.073815
1734685200,2024-12-20 09:00:00,VEXT/USD,0.0152,0.0152,0.0152,0.0152,2329.056,35.4016512
1734681600,2024-12-20 08:00:00,VEXT/USD,0.0152,0.0152,0.0152,0.0152,0.000,0.0
1734678000,2024-12-20 07:00:00,VEXT/USD,0.0153,0.0153,0.0152,0.0152,24625.043,374.30065360000003
1734674400,2024-12-20 06:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734670800,2024-12-20 05:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734667200,2024-12-20 04:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734663600,2024-12-20 03:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734660000,2024-12-20 02:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734656400,2024-12-20 01:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734652800,2024-12-20 00:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734649200,2024-12-19 23:00:00,VEXT/USD,0.0156,0.0156,0.0156,0.0156,0.000,0.0
1734645600,2024-12-19 22:00:00,VEXT/USD,0.0155,0.0156,0.0155,0.0156,5540.535,86.432346
1734642000,2024-12-19 21:00:00,VEXT/USD,0.0155,0.0155,0.0155,0.0155,2986.638,46.292888999999995
1734638400,2024-12-19 20:00:00,VEXT/USD,0.0155,0.0158,0.0151,0.0153,43346.865,663.2070345
1734634800,2024-12-19 19:00:00,VEXT/USD,0.0155,0.0159,0.0154,0.0154,16302.549,251.05925460000003
1734631200,2024-12-19 18:00:00,VEXT/USD,0.0160,0.0160,0.0155,0.0155,46380.581,718.8990054999999
1734627600,2024-12-19 17:00:00,VEXT/USD,0.0162,0.0165,0.0160,0.0160,16072.635,257.16216000000003
1734624000,2024-12-19 16:00:00,VEXT/USD,0.0161,0.0161,0.0161,0.0161,0.000,0.0
1734620400,2024-12-19 15:00:00,VEXT/USD,0.0162,0.0162,0.0161,0.0161,6056.021,97.50193809999999
1734616800,2024-12-19 14:00:00,VEXT/USD,0.0162,0.0162,0.0162,0.0162,5513.118,89.31251160000001
1734613200,2024-12-19 13:00:00,VEXT/USD,0.0165,0.0165,0.0165,0.0165,0.000,0.0
1734609600,2024-12-19 12:00:00,VEXT/USD,0.0165,0.0165,0.0165,0.0165,0.000,0.0
1734606000,2024-12-19 11:00:00,VEXT/USD,0.0165,0.0165,0.0165,0.0165,2552.285,42.1127025
1734602400,2024-12-19 10:00:00,VEXT/USD,0.0163,0.0165,0.0163,0.0165,620.000,10.23
1734598800,2024-12-19 09:00:00,VEXT/USD,0.0162,0.0163,0.0162,0.0163,9579.518,156.1461434
1734595200,2024-12-19 08:00:00,VEXT/USD,0.0161,0.0162,0.0161,0.0162,7658.223,124.06321259999999
1734591600,2024-12-19 07:00:00,VEXT/USD,0.0162,0.0162,0.0162,0.0162,0.000,0.0
1734588000,2024-12-19 06:00:00,VEXT/USD,0.0160,0.0162,0.0160,0.0162,20370.370,329.99999399999996
1734584400,2024-12-19 05:00:00,VEXT/USD,0.0160,0.0160,0.0160,0.0160,0.000,0.0
1734580800,2024-12-19 04:00:00,VEXT/USD,0.0160,0.0160,0.0160,0.0160,1666.000,26.656
1734577200,2024-12-19 03:00:00,VEXT/USD,0.0168,0.0168,0.0168,0.0168,0.000,0.0
1734573600,2024-12-19 02:00:00,VEXT/USD,0.0168,0.0168,0.0161,0.0168,3653.022,61.370769599999996
1734570000,2024-12-19 01:00:00,VEXT/USD,0.0170,0.0170,0.0168,0.0168,4526.320,76.04217599999998
1734566400,2024-12-19 00:00:00,VEXT/USD,0.0172,0.0172,0.0172,0.0172,0.000,0.0
1734562800,2024-12-18 23:00:00,VEXT/USD,0.0172,0.0172,0.0172,0.0172,0.000,0.0
1734559200,2024-12-18 22:00:00,VEXT/USD,0.0172,0.0172,0.0172,0.0172,716.589,12.325330800000001
1734555600,2024-12-18 21:00:00,VEXT/USD,0.0174,0.0174,0.0174,0.0174,0.000,0.0
1734552000,2024-12-18 20:00:00,VEXT/USD,0.0178,0.0179,0.0174,0.0174,37361.056,650.0823743999999
1734548400,2024-12-18 19:00:00,VEXT/USD,0.0179,0.0179,0.0179,0.0179,3546.782,63.4873978
1734544800,2024-12-18 18:00:00,VEXT/USD,0.0180,0.0180,0.0180,0.0180,0.000,0.0
1734541200,2024-12-18 17:00:00,VEXT/USD,0.0180,0.0180,0.0180,0.0180,0.000,0.0
1734537600,2024-12-18 16:00:00,VEXT/USD,0.0180,0.0181,0.0180,0.0180,2781.645,50.06961
1734534000,2024-12-18 15:00:00,VEXT/USD,0.0178,0.0178,0.0178,0.0178,24.807,0.4415646
1734530400,2024-12-18 14:00:00,VEXT/USD,0.0171,0.0171,0.0171,0.0171,0.000,0.0
1734526800,2024-12-18 13:00:00,VEXT/USD,0.0171,0.0171,0.0171,0.0171,0.000,0.0
1734523200,2024-12-18 12:00:00,VEXT/USD,0.0171,0.0171,0.0171,0.0171,766.298,13.1036958
1734519600,2024-12-18 11:00:00,VEXT/USD,0.0169,0.0169,0.0169,0.0169,0.000,0.0
1734516000,2024-12-18 10:00:00,VEXT/USD,0.0169,0.0169,0.0169,0.0169,1382.120,23.357827999999994
1734512400,2024-12-18 09:00:00,VEXT/USD,0.0170,0.0170,0.0170,0.0170,0.000,0.0
1734508800,2024-12-18 08:00:00,VEXT/USD,0.0170,0.0170,0.0170,0.0170,6143.687,104.44267900000001
1734505200,2024-12-18 07:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734501600,2024-12-18 06:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734498000,2024-12-18 05:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734494400,2024-12-18 04:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734490800,2024-12-18 03:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734487200,2024-12-18 02:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734483600,2024-12-18 01:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734480000,2024-12-18 00:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734476400,2024-12-17 23:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,0.000,0.0
1734472800,2024-12-17 22:00:00,VEXT/USD,0.0175,0.0175,0.0175,0.0175,2480.889,43.415557500000006
1734469200,2024-12-17 21:00:00,VEXT/USD,0.0173,0.0173,0.0173,0.0173,0.000,0.0
1734465600,2024-12-17 20:00:00,VEXT/USD,0.0173,0.0173,0.0173,0.0173,24266.808,419.8157784
1734462000,2024-12-17 19:00:00,VEXT/USD,0.0175,0.0175,0.0174,0.0174,6111.446,106.3391604
1734458400,2024-12-17 18:00:00,VEXT/USD,0.0178,0.0178,0.0178,0.0178,25728.774,457.97217720000003
1734454800,2024-12-17 17:00:00,VEXT/USD,0.0179,0.0190,0.0179,0.0190,21494.360,408.39284
1734451200,2024-12-17 16:00:00,VEXT/USD,0.0174,0.0176,0.0173,0.0176,25721.067,452.6907792
1734447600,2024-12-17 15:00:00,VEXT/USD,0.0174,0.0178,0.0174,0.0176,57598.538,1013.7342688000001
1734444000,2024-12-17 14:00:00,VEXT/USD,0.0170,0.0170,0.0170,0.0170,0.000,0.0
1734440400,2024-12-17 13:00:00,VEXT/USD,0.0170,0.0170,0.0170,0.0170,0.000,0.0
1734436800,2024-12-17 12:00:00,VEXT/USD,0.0180,0.0180,0.0170,0.0170,28689.649,487.7240330000001
1734433200,2024-12-17 11:00:00,VEXT/USD,0.0182,0.0182,0.0182,0.0182,554.945,10.099999000000002
1734429600,2024-12-17 10:00:00,VEXT/USD,0.0182,0.0182,0.0182,0.0182,1763.197,32.0901854
1734426000,2024-12-17 09:00:00,VEXT/USD,0.0185,0.0185,0.0183,0.0183,9332.284,170.7807972
1734422400,2024-12-17 08:00:00,VEXT/USD,0.0185,0.0185,0.0185,0.0185,5885.856,108.888336
1734418800,2024-12-17 07:00:00,VEXT/USD,0.0185,0.0185,0.0185,0.0185,0.000,0.0
1734415200,2024-12-17 06:00:00,VEXT/USD,0.0186,0.0186,0.0185,0.0185,3274.812,60.584022
