unix,date,symbol,open,high,low,close,Volume EURT,Volume EUR
1707098400,2024-02-05 02:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707094800,2024-02-05 01:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707091200,2024-02-05 00:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707087600,2024-02-04 23:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707084000,2024-02-04 22:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707080400,2024-02-04 21:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707076800,2024-02-04 20:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707073200,2024-02-04 19:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707069600,2024-02-04 18:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707066000,2024-02-04 17:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707062400,2024-02-04 16:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707058800,2024-02-04 15:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707055200,2024-02-04 14:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707051600,2024-02-04 13:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707048000,2024-02-04 12:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707044400,2024-02-04 11:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707040800,2024-02-04 10:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707037200,2024-02-04 09:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707033600,2024-02-04 08:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707030000,2024-02-04 07:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707026400,2024-02-04 06:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707022800,2024-02-04 05:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707019200,2024-02-04 04:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707015600,2024-02-04 03:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707012000,2024-02-04 02:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707008400,2024-02-04 01:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707004800,2024-02-04 00:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1707001200,2024-02-03 23:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706997600,2024-02-03 22:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706994000,2024-02-03 21:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706990400,2024-02-03 20:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706986800,2024-02-03 19:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706983200,2024-02-03 18:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706979600,2024-02-03 17:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706976000,2024-02-03 16:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706972400,2024-02-03 15:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706968800,2024-02-03 14:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706965200,2024-02-03 13:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706961600,2024-02-03 12:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706958000,2024-02-03 11:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706954400,2024-02-03 10:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706950800,2024-02-03 09:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706947200,2024-02-03 08:00:00,EURT/EUR,0.99697,0.99697,0.99697,0.99697,0.00000,0.0
1706943600,2024-02-03 07:00:00,EURT/EUR,0.99790,0.99790,0.99697,0.99697,4855.01939,4840.308681248301
1706940000,2024-02-03 06:00:00,EURT/EUR,1.00159,1.00258,1.00159,1.00258,4855.01939,4867.5453400262
1706936400,2024-02-03 05:00:00,EURT/EUR,1.00159,1.00159,1.00159,1.00159,0.00000,0.0
1706932800,2024-02-03 04:00:00,EURT/EUR,1.00159,1.00159,1.00159,1.00159,17.05701,17.084130645899997
1706929200,2024-02-03 03:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706925600,2024-02-03 02:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706922000,2024-02-03 01:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706918400,2024-02-03 00:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706914800,2024-02-02 23:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706911200,2024-02-02 22:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706907600,2024-02-02 21:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706904000,2024-02-02 20:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706900400,2024-02-02 19:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,0.00000,0.0
1706896800,2024-02-02 18:00:00,EURT/EUR,0.99847,0.99847,0.99847,0.99847,82.54015,82.4138635705
1706893200,2024-02-02 17:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706889600,2024-02-02 16:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706886000,2024-02-02 15:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706882400,2024-02-02 14:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706878800,2024-02-02 13:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706875200,2024-02-02 12:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706871600,2024-02-02 11:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706868000,2024-02-02 10:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,10.11751,10.100006707699999
1706864400,2024-02-02 09:00:00,EURT/EUR,1.00132,1.00132,1.00132,1.00132,0.00000,0.0
1706860800,2024-02-02 08:00:00,EURT/EUR,1.00132,1.00132,1.00132,1.00132,78.84267,78.94674232439999
1706857200,2024-02-02 07:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706853600,2024-02-02 06:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706850000,2024-02-02 05:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706846400,2024-02-02 04:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706842800,2024-02-02 03:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706839200,2024-02-02 02:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706835600,2024-02-02 01:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706832000,2024-02-02 00:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706828400,2024-02-01 23:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706824800,2024-02-01 22:00:00,EURT/EUR,0.99812,0.99812,0.99812,0.99812,0.00000,0.0
1706821200,2024-02-01 21:00:00,EURT/EUR,1.00133,1.00149,0.99812,0.99812,598.67602,597.5505090824
1706817600,2024-02-01 20:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706814000,2024-02-01 19:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706810400,2024-02-01 18:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706806800,2024-02-01 17:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706803200,2024-02-01 16:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706799600,2024-02-01 15:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706796000,2024-02-01 14:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706792400,2024-02-01 13:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706788800,2024-02-01 12:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706785200,2024-02-01 11:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706781600,2024-02-01 10:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,0.00000,0.0
1706778000,2024-02-01 09:00:00,EURT/EUR,1.00158,1.00158,1.00158,1.00158,10.08406,10.099992814799998
1706774400,2024-02-01 08:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706770800,2024-02-01 07:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706767200,2024-02-01 06:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706763600,2024-02-01 05:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706760000,2024-02-01 04:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706756400,2024-02-01 03:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706752800,2024-02-01 02:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706749200,2024-02-01 01:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706745600,2024-02-01 00:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706742000,2024-01-31 23:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706738400,2024-01-31 22:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706734800,2024-01-31 21:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706731200,2024-01-31 20:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706727600,2024-01-31 19:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706724000,2024-01-31 18:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706720400,2024-01-31 17:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706716800,2024-01-31 16:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706713200,2024-01-31 15:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706709600,2024-01-31 14:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706706000,2024-01-31 13:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706702400,2024-01-31 12:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706698800,2024-01-31 11:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706695200,2024-01-31 10:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706691600,2024-01-31 09:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706688000,2024-01-31 08:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706684400,2024-01-31 07:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706680800,2024-01-31 06:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706677200,2024-01-31 05:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,0.00000,0.0
1706673600,2024-01-31 04:00:00,EURT/EUR,0.99852,0.99852,0.99852,0.99852,22.91597,22.882054364400002
1706670000,2024-01-31 03:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706666400,2024-01-31 02:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,30.64049,30.685837925199998
1706662800,2024-01-31 01:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706659200,2024-01-31 00:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706655600,2024-01-30 23:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706652000,2024-01-30 22:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706648400,2024-01-30 21:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706644800,2024-01-30 20:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,0.00000,0.0
1706641200,2024-01-30 19:00:00,EURT/EUR,0.99827,0.99827,0.99827,0.99827,141.15420,140.91000323400002
1706637600,2024-01-30 18:00:00,EURT/EUR,0.99815,0.99815,0.99815,0.99815,0.00000,0.0
1706634000,2024-01-30 17:00:00,EURT/EUR,0.99815,0.99815,0.99815,0.99815,0.00000,0.0
1706630400,2024-01-30 16:00:00,EURT/EUR,0.99815,0.99815,0.99815,0.99815,0.00000,0.0
1706626800,2024-01-30 15:00:00,EURT/EUR,0.99815,0.99815,0.99815,0.99815,0.00000,0.0
1706623200,2024-01-30 14:00:00,EURT/EUR,0.99815,0.99815,0.99815,0.99815,91.04454,90.876107601
1706619600,2024-01-30 13:00:00,EURT/EUR,1.00149,1.00149,1.00149,1.00149,0.00000,0.0
1706616000,2024-01-30 12:00:00,EURT/EUR,1.00149,1.00149,1.00149,1.00149,0.00000,0.0
1706612400,2024-01-30 11:00:00,EURT/EUR,1.00149,1.00149,1.00149,1.00149,0.00000,0.0
1706608800,2024-01-30 10:00:00,EURT/EUR,1.00149,1.00149,1.00149,1.00149,0.00000,0.0
1706605200,2024-01-30 09:00:00,EURT/EUR,1.00142,1.00149,1.00142,1.00149,1995.42809,1998.4012778541
1706601600,2024-01-30 08:00:00,EURT/EUR,1.00143,1.00143,1.00143,1.00143,0.00000,0.0
1706598000,2024-01-30 07:00:00,EURT/EUR,1.00143,1.00143,1.00143,1.00143,0.00000,0.0
1706594400,2024-01-30 06:00:00,EURT/EUR,1.00143,1.00143,1.00143,1.00143,0.00000,0.0
1706590800,2024-01-30 05:00:00,EURT/EUR,1.00143,1.00143,1.00143,1.00143,72.47690,72.580541967
1706587200,2024-01-30 04:00:00,EURT/EUR,0.99842,0.99842,0.99842,0.99842,73.21192,73.09624516640001
1706583600,2024-01-30 03:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706580000,2024-01-30 02:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706576400,2024-01-30 01:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706572800,2024-01-30 00:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706569200,2024-01-29 23:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706565600,2024-01-29 22:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706562000,2024-01-29 21:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706558400,2024-01-29 20:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706554800,2024-01-29 19:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,0.00000,0.0
1706551200,2024-01-29 18:00:00,EURT/EUR,0.99826,0.99826,0.99826,0.99826,129.44342,129.2181884492
1706547600,2024-01-29 17:00:00,EURT/EUR,1.00146,1.00146,1.00146,1.00146,0.00000,0.0
1706544000,2024-01-29 16:00:00,EURT/EUR,1.00146,1.00146,1.00146,1.00146,0.00000,0.0
1706540400,2024-01-29 15:00:00,EURT/EUR,1.00146,1.00146,1.00146,1.00146,0.00000,0.0
1706536800,2024-01-29 14:00:00,EURT/EUR,1.00146,1.00146,1.00146,1.00146,0.00000,0.0
1706533200,2024-01-29 13:00:00,EURT/EUR,1.00146,1.00146,1.00146,1.00146,0.00000,0.0
1706529600,2024-01-29 12:00:00,EURT/EUR,1.00146,1.00146,1.00146,1.00146,97.84216,97.98500955360001
1706526000,2024-01-29 11:00:00,EURT/EUR,0.99844,0.99844,0.99844,0.99844,0.00000,0.0
1706522400,2024-01-29 10:00:00,EURT/EUR,0.99844,0.99844,0.99844,0.99844,0.00000,0.0
1706518800,2024-01-29 09:00:00,EURT/EUR,0.99844,0.99844,0.99844,0.99844,22.91125,22.875508449999998
1706515200,2024-01-29 08:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706511600,2024-01-29 07:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706508000,2024-01-29 06:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706504400,2024-01-29 05:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706500800,2024-01-29 04:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706497200,2024-01-29 03:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706493600,2024-01-29 02:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706490000,2024-01-29 01:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706486400,2024-01-29 00:00:00,EURT/EUR,1.00145,1.00145,1.00145,1.00145,0.00000,0.0
1706482800,2024-01-28 23:00:00,EURT/EUR,1.00134,1.00145,1.00134,1.00145,198.81150,199.099776675
1706479200,2024-01-28 22:00:00,EURT/EUR,0.99985,0.99985,0.99985,0.99985,142.32514,142.303791229
1706475600,2024-01-28 21:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706472000,2024-01-28 20:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706468400,2024-01-28 19:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706464800,2024-01-28 18:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706461200,2024-01-28 17:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706457600,2024-01-28 16:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706454000,2024-01-28 15:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706450400,2024-01-28 14:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706446800,2024-01-28 13:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706443200,2024-01-28 12:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706439600,2024-01-28 11:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706436000,2024-01-28 10:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706432400,2024-01-28 09:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706428800,2024-01-28 08:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706425200,2024-01-28 07:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706421600,2024-01-28 06:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706418000,2024-01-28 05:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706414400,2024-01-28 04:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706410800,2024-01-28 03:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706407200,2024-01-28 02:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706403600,2024-01-28 01:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706400000,2024-01-28 00:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,58.50729,58.59388078919999
1706396400,2024-01-27 23:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706392800,2024-01-27 22:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,448.97196,449.6364385008
1706389200,2024-01-27 21:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,224.18621,224.51800559079996
1706385600,2024-01-27 20:00:00,EURT/EUR,0.99952,0.99952,0.99952,0.99952,0.00000,0.0
1706382000,2024-01-27 19:00:00,EURT/EUR,0.99952,0.99952,0.99952,0.99952,0.00000,0.0
1706378400,2024-01-27 18:00:00,EURT/EUR,0.99952,0.99952,0.99952,0.99952,0.00000,0.0
1706374800,2024-01-27 17:00:00,EURT/EUR,0.99952,0.99952,0.99952,0.99952,0.00000,0.0
1706371200,2024-01-27 16:00:00,EURT/EUR,0.99952,0.99952,0.99952,0.99952,11.00000,10.99472
1706367600,2024-01-27 15:00:00,EURT/EUR,1.00009,1.00009,1.00009,1.00009,0.00000,0.0
1706364000,2024-01-27 14:00:00,EURT/EUR,1.00009,1.00009,1.00009,1.00009,0.00000,0.0
1706360400,2024-01-27 13:00:00,EURT/EUR,1.00009,1.00009,1.00009,1.00009,0.00000,0.0
1706356800,2024-01-27 12:00:00,EURT/EUR,1.00009,1.00009,1.00009,1.00009,0.00000,0.0
1706353200,2024-01-27 11:00:00,EURT/EUR,1.00009,1.00009,1.00009,1.00009,0.00000,0.0
1706349600,2024-01-27 10:00:00,EURT/EUR,1.00009,1.00009,1.00009,1.00009,11.97092,11.971997382799998
1706346000,2024-01-27 09:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706342400,2024-01-27 08:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706338800,2024-01-27 07:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706335200,2024-01-27 06:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706331600,2024-01-27 05:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706328000,2024-01-27 04:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706324400,2024-01-27 03:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706320800,2024-01-27 02:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706317200,2024-01-27 01:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706313600,2024-01-27 00:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706310000,2024-01-26 23:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706306400,2024-01-26 22:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706302800,2024-01-26 21:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706299200,2024-01-26 20:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706295600,2024-01-26 19:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706292000,2024-01-26 18:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706288400,2024-01-26 17:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706284800,2024-01-26 16:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706281200,2024-01-26 15:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706277600,2024-01-26 14:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706274000,2024-01-26 13:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706270400,2024-01-26 12:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,0.00000,0.0
1706266800,2024-01-26 11:00:00,EURT/EUR,1.00148,1.00148,1.00148,1.00148,91.71991,91.85565546679999
1706263200,2024-01-26 10:00:00,EURT/EUR,1.00163,1.00163,1.00163,1.00163,0.00000,0.0
1706259600,2024-01-26 09:00:00,EURT/EUR,1.00163,1.00163,1.00163,1.00163,0.00000,0.0
1706256000,2024-01-26 08:00:00,EURT/EUR,1.00163,1.00163,1.00163,1.00163,0.00000,0.0
1706252400,2024-01-26 07:00:00,EURT/EUR,1.00163,1.00163,1.00163,1.00163,23.94185,23.9808752155
1706248800,2024-01-26 06:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706245200,2024-01-26 05:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706241600,2024-01-26 04:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706238000,2024-01-26 03:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706234400,2024-01-26 02:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706230800,2024-01-26 01:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706227200,2024-01-26 00:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706223600,2024-01-25 23:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706220000,2024-01-25 22:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706216400,2024-01-25 21:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706212800,2024-01-25 20:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706209200,2024-01-25 19:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706205600,2024-01-25 18:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706202000,2024-01-25 17:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706198400,2024-01-25 16:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
1706194800,2024-01-25 15:00:00,EURT/EUR,0.99807,0.99807,0.99807,0.99807,0.00000,0.0
