unix,date,symbol,open,high,low,close,Volume PYUSD,Volume USD
1733144400,2024-12-02 13:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,70.04,69.3396
1733140800,2024-12-02 12:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733137200,2024-12-02 11:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733133600,2024-12-02 10:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733130000,2024-12-02 09:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733126400,2024-12-02 08:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733122800,2024-12-02 07:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733119200,2024-12-02 06:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733115600,2024-12-02 05:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733112000,2024-12-02 04:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733108400,2024-12-02 03:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733104800,2024-12-02 02:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733101200,2024-12-02 01:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733097600,2024-12-02 00:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733094000,2024-12-01 23:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733090400,2024-12-01 22:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733086800,2024-12-01 21:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733083200,2024-12-01 20:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733079600,2024-12-01 19:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733076000,2024-12-01 18:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733072400,2024-12-01 17:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1733068800,2024-12-01 16:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,92.02,91.0998
1733065200,2024-12-01 15:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733061600,2024-12-01 14:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733058000,2024-12-01 13:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733054400,2024-12-01 12:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733050800,2024-12-01 11:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733047200,2024-12-01 10:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733043600,2024-12-01 09:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733040000,2024-12-01 08:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733036400,2024-12-01 07:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733032800,2024-12-01 06:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733029200,2024-12-01 05:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733025600,2024-12-01 04:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733022000,2024-12-01 03:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733018400,2024-12-01 02:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733014800,2024-12-01 01:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733011200,2024-12-01 00:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733007600,2024-11-30 23:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733004000,2024-11-30 22:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1733000400,2024-11-30 21:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732996800,2024-11-30 20:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732993200,2024-11-30 19:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732989600,2024-11-30 18:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732986000,2024-11-30 17:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732982400,2024-11-30 16:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732978800,2024-11-30 15:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732975200,2024-11-30 14:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732971600,2024-11-30 13:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732968000,2024-11-30 12:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732964400,2024-11-30 11:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732960800,2024-11-30 10:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732957200,2024-11-30 09:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732953600,2024-11-30 08:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732950000,2024-11-30 07:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732946400,2024-11-30 06:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732942800,2024-11-30 05:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732939200,2024-11-30 04:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732935600,2024-11-30 03:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732932000,2024-11-30 02:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732928400,2024-11-30 01:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732924800,2024-11-30 00:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732921200,2024-11-29 23:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732917600,2024-11-29 22:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732914000,2024-11-29 21:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732910400,2024-11-29 20:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732906800,2024-11-29 19:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732903200,2024-11-29 18:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732899600,2024-11-29 17:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732896000,2024-11-29 16:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732892400,2024-11-29 15:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732888800,2024-11-29 14:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732885200,2024-11-29 13:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732881600,2024-11-29 12:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732878000,2024-11-29 11:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732874400,2024-11-29 10:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732870800,2024-11-29 09:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732867200,2024-11-29 08:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732863600,2024-11-29 07:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732860000,2024-11-29 06:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732856400,2024-11-29 05:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732852800,2024-11-29 04:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732849200,2024-11-29 03:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732845600,2024-11-29 02:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732842000,2024-11-29 01:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732838400,2024-11-29 00:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732834800,2024-11-28 23:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732831200,2024-11-28 22:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732827600,2024-11-28 21:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732824000,2024-11-28 20:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732820400,2024-11-28 19:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732816800,2024-11-28 18:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732813200,2024-11-28 17:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732809600,2024-11-28 16:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732806000,2024-11-28 15:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732802400,2024-11-28 14:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732798800,2024-11-28 13:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732795200,2024-11-28 12:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732791600,2024-11-28 11:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732788000,2024-11-28 10:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732784400,2024-11-28 09:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732780800,2024-11-28 08:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732777200,2024-11-28 07:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732773600,2024-11-28 06:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732770000,2024-11-28 05:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732766400,2024-11-28 04:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732762800,2024-11-28 03:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732759200,2024-11-28 02:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732755600,2024-11-28 01:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732752000,2024-11-28 00:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732748400,2024-11-27 23:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732744800,2024-11-27 22:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732741200,2024-11-27 21:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732737600,2024-11-27 20:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732734000,2024-11-27 19:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732730400,2024-11-27 18:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732726800,2024-11-27 17:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732723200,2024-11-27 16:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732719600,2024-11-27 15:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732716000,2024-11-27 14:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732712400,2024-11-27 13:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732708800,2024-11-27 12:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732705200,2024-11-27 11:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732701600,2024-11-27 10:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732698000,2024-11-27 09:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732694400,2024-11-27 08:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732690800,2024-11-27 07:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732687200,2024-11-27 06:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732683600,2024-11-27 05:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732680000,2024-11-27 04:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732676400,2024-11-27 03:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732672800,2024-11-27 02:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732669200,2024-11-27 01:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732665600,2024-11-27 00:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732662000,2024-11-26 23:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732658400,2024-11-26 22:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732654800,2024-11-26 21:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732651200,2024-11-26 20:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732647600,2024-11-26 19:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732644000,2024-11-26 18:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732640400,2024-11-26 17:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732636800,2024-11-26 16:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732633200,2024-11-26 15:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732629600,2024-11-26 14:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732626000,2024-11-26 13:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732622400,2024-11-26 12:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732618800,2024-11-26 11:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732615200,2024-11-26 10:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732611600,2024-11-26 09:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732608000,2024-11-26 08:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732604400,2024-11-26 07:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732600800,2024-11-26 06:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732597200,2024-11-26 05:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732593600,2024-11-26 04:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732590000,2024-11-26 03:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732586400,2024-11-26 02:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732582800,2024-11-26 01:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732579200,2024-11-26 00:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732575600,2024-11-25 23:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732572000,2024-11-25 22:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732568400,2024-11-25 21:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732564800,2024-11-25 20:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732561200,2024-11-25 19:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732557600,2024-11-25 18:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732554000,2024-11-25 17:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732550400,2024-11-25 16:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732546800,2024-11-25 15:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732543200,2024-11-25 14:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732539600,2024-11-25 13:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732536000,2024-11-25 12:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732532400,2024-11-25 11:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732528800,2024-11-25 10:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732525200,2024-11-25 09:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732521600,2024-11-25 08:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732518000,2024-11-25 07:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732514400,2024-11-25 06:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732510800,2024-11-25 05:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732507200,2024-11-25 04:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732503600,2024-11-25 03:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732500000,2024-11-25 02:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732496400,2024-11-25 01:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732492800,2024-11-25 00:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732489200,2024-11-24 23:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732485600,2024-11-24 22:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732482000,2024-11-24 21:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732478400,2024-11-24 20:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732474800,2024-11-24 19:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732471200,2024-11-24 18:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,0.00,0.0
1732467600,2024-11-24 17:00:00,PYUSD/USD,0.8790,0.8790,0.8790,0.8790,4.99,4.38621
1732464000,2024-11-24 16:00:00,PYUSD/USD,0.9927,0.9927,0.9927,0.9927,0.00,0.0
1732460400,2024-11-24 15:00:00,PYUSD/USD,0.9927,0.9927,0.9927,0.9927,0.00,0.0
1732456800,2024-11-24 14:00:00,PYUSD/USD,0.9927,0.9927,0.9927,0.9927,0.00,0.0
1732453200,2024-11-24 13:00:00,PYUSD/USD,0.9927,0.9927,0.9927,0.9927,0.00,0.0
1732449600,2024-11-24 12:00:00,PYUSD/USD,0.9927,0.9927,0.9927,0.9927,0.00,0.0
1732446000,2024-11-24 11:00:00,PYUSD/USD,0.9927,0.9927,0.9927,0.9927,0.00,0.0
1732442400,2024-11-24 10:00:00,PYUSD/USD,0.9927,0.9927,0.9927,0.9927,12.44,12.349188
1732438800,2024-11-24 09:00:00,PYUSD/USD,0.9900,0.9930,0.9900,0.9930,43.85,43.54305
1732435200,2024-11-24 08:00:00,PYUSD/USD,0.9900,0.9900,0.9900,0.9900,0.00,0.0
1732431600,2024-11-24 07:00:00,PYUSD/USD,0.9800,0.9900,0.9800,0.9900,31.51,31.1949
1732428000,2024-11-24 06:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732424400,2024-11-24 05:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732420800,2024-11-24 04:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732417200,2024-11-24 03:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732413600,2024-11-24 02:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732410000,2024-11-24 01:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732406400,2024-11-24 00:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732402800,2024-11-23 23:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732399200,2024-11-23 22:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732395600,2024-11-23 21:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732392000,2024-11-23 20:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732388400,2024-11-23 19:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732384800,2024-11-23 18:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732381200,2024-11-23 17:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732377600,2024-11-23 16:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732374000,2024-11-23 15:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732370400,2024-11-23 14:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732366800,2024-11-23 13:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732363200,2024-11-23 12:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732359600,2024-11-23 11:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732356000,2024-11-23 10:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732352400,2024-11-23 09:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732348800,2024-11-23 08:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732345200,2024-11-23 07:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732341600,2024-11-23 06:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732338000,2024-11-23 05:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732334400,2024-11-23 04:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732330800,2024-11-23 03:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,0.00,0.0
1732327200,2024-11-23 02:00:00,PYUSD/USD,0.9800,0.9800,0.9800,0.9800,11.06,10.8388
1732323600,2024-11-23 01:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732320000,2024-11-23 00:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732316400,2024-11-22 23:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732312800,2024-11-22 22:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732309200,2024-11-22 21:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732305600,2024-11-22 20:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732302000,2024-11-22 19:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732298400,2024-11-22 18:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732294800,2024-11-22 17:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732291200,2024-11-22 16:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732287600,2024-11-22 15:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732284000,2024-11-22 14:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732280400,2024-11-22 13:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732276800,2024-11-22 12:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732273200,2024-11-22 11:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732269600,2024-11-22 10:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732266000,2024-11-22 09:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732262400,2024-11-22 08:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732258800,2024-11-22 07:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732255200,2024-11-22 06:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732251600,2024-11-22 05:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732248000,2024-11-22 04:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732244400,2024-11-22 03:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732240800,2024-11-22 02:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
1732237200,2024-11-22 01:00:00,PYUSD/USD,0.9501,0.9501,0.9501,0.9501,0.00,0.0
